"","x"
"5912","upgrade aplikasi malah makin ribet dan lelet. Balikin aplikasi yg lama ntr w tmbah bintang"
"5913","kok muter2 terus ya mau booking"
"5914","tidak bs memesan kembali , tolong diperbaiki. padahal sdh suka dgn pelayanan nya tp ketika ingin memesan lg malah tidak bisa"
"5915","ok"
"5916","sy kasih bintang 5 sangat ngebantu kalo mau ke mana """
"5917","parah, kuponnya udh di hapus. padahal berlakunya msih lama sampai 31 Agustus. gk asik"
"5918","oyo kenapa ya? tidak bisa masukin kupon sama oyo point?"
"5919","setelah upgrade kok buka keterangan hotel ga muncul terus jd lelet"
"5920","Setelah pembaruan detail hotel tidak tampil t Tolong update lagi"
"5921","Praktis"
"5922","sangat baik"
"5923","jos"
"5924","ok"
"5925","aman, reception is good baik sekali"
"5926","kenapa minta deposit 100rb? untuk apa? dan minimnya penjelasan kamar, ada air hangat/tidaknya tidak dijelaskan, trs csnya lama masa nunggu 1 jam di loby baru bisa cekin-_-"
"5927","mantul"
"5928","bagus"
"5929","kenapa aku udah pesan hotel kenapa ngak datang vivo y71 gogol gigil gagal gegel"
"5930","ok"
"5931","update baru ga ada kolom masukkan kode promo. after update, the app does not have a column to enter promotion code"
"5932","good"
"5933","saya kasih bintang 1 masa saya pesen hotel via aplikasi kok dibatalin spihak dengan alesan gagal cek in."
"5934","Hebat"
"5935","makasiihh"
"5936","aplikasi yang sangat mengerti dengan isi kantong pelanggannya ... ak sih yes 😊"
"5937","bagus"
"5938","BOBYRODLY biar sama sama enak nih hehe"
"5939","bagus bagus"
"5940","Apa email pengaduan untuk oyo Indonesia???"
"5941","all in sesuai gambar & real.. bkn bohong..."
"5942","bagus"
"5943","ok"
"5944","mantab, ga perlu sulit cari2 penginapan."
"5945","baik"
"5946","6666 bffd"
"5947","sangat membantu mendapatkan hotel. tingkatkkan terus promo hotel dan diskon"
"5948","sgt membantu utk yg berhemat"
"5949","Bagus dan Mudah. Terimakasih"
"5950","Baik sekali dekat dengan rumah lokasi oyo ini"
"5951","good"
"5952","sip"
"5953","Pemesanan yg cepat dan promo yg hemat sesuai budget tapi dgn kualitas yg tdk mengecewakan"
"5954","kenapa ya saya tidak bisa buat akun?. ""Cannot have more than two signups on a device"""
"5955","hotelnya di pwrbanyak yah"
"5956","sangat membantu"
"5957","nice app, thanks OYO"
"5958","mantap"
"5959","Coba kasih diskon terbaik untuk old c ustomer"
"5960","saya shudah pesan dan bayar.. bagaimana keterusan konfitmasinya??"
"5961","buruk banget. Sy bayar via online, setelah bayar tiba tiba muncul notifikasi pembayaran tidak dpt diselesaikan. pdhal sdh tf k permata bank. parahnya lagi, g ada fitur konfirmasi pembayaran. manajemen aplikasi nya buruk sekali"
"5962","mantap"
"5963","cepat mudah dan murah sanggat membantu"
"5964","update info cepat"
"5965","trimaksi oyo membantu"
"5966","recommended 👍"
"5967","cepat mudah"
"5968","mantapp"
"5969","kenapa ga tutup ni aplikasi..kl kecewain pelanggan.. poin kecil"
"5970","nice room"
"5971","cepat dan no ribet"
"5972","bagus sekali"
"5973","baru mau cobah"
"5974","Mau nginep gratis di OYO ROOMS selama 3 hari 3 malam? masukkan kode berikut ""SUMAWDNRJJ"" pada saat daftar di aplikasi OYO ROOMS, setelah dimasukkan nanti akan muncul notifikasi untuk menginap gratis... selamat mencoba..."
"5975","ok"
"5976","ok"
"5977","good job bagus cepat respond dan sangat ramah"
"5978","mayan lah"
"5979","mantap"
"5980","ok"
"5981","ok mantap"
"5982","di inbox baru masuk kode voucher disc.. pas d pake kode kupon tdk aktf"
"5983","kami pernah nginap di hotel oyo , tp waktu cek in disuruh tunggu sampe jam 6 sore , itupun blm bs masuk , alasannya krn lagi pembersihan ,padahal kami sdh bayar , akhirnya krn kecewa banget , kami mau cancel saja dan minta kembali uang ,tp pihak hotel mengatakan tdk bs...menjelang Maghrib kami baru ...Ulasan Lengkapkami pernah nginap di hotel oyo , tp waktu cek in disuruh tunggu sampe jam 6 sore , itupun blm bs masuk , alasannya krn lagi pembersihan ,padahal kami sdh bayar , akhirnya krn kecewa banget , kami mau cancel saja dan minta kembali uang ,tp pihak hotel mengatakan tdk bs...menjelang Maghrib kami baru bs cek in itupun hrs di desak...oyo tdk becus , sangat sangat sangat mengecewakan dan sgt buruk skl....Mestinya pihak oyo hrs tegas dong dgn pihak hotel terkait dan jgn menyulitkan ."
"5984","sangat menarik"
"5985","sangat flexible dan Mantul aplikasinya hrga kamar murah"
"5986","mudah dipesan , tempat nya bersih sudah di beri rating nya, jadi kita tinggal pilih aja sesuai tempat dimana kira berada, cocok bagi traveler. silalahkan mencoba"
"5987","Promo menginap hotel 1000 di Surabaya di OYO 179 68 Residence selalu penuh (pagi, siang, sore, malam) jd tdk bs dinikmati. Kalaupun kosong, promo tidak bisa dipakai.😥😪"
"5988","great"
"5989","top"
"5990","Murah mantap"
"5991","good lah, tp sayaang saldo yaang jutaan gk bisa dipake"
"5992","aplikasih ngaco bangett ga guna sama sekali ga ngebantu nih aplikasih malah ngerepotin orang sama bikin berantem sama istri udah booking hotel ehh hotel yang saya booking ga ada nama sayanya padahal saya udah transfer sama pihal aplikasi bajingan pun sudah di confirmasi ehh di cencel tuhh bookingan ...Ulasan Lengkapaplikasih ngaco bangett ga guna sama sekali ga ngebantu nih aplikasih malah ngerepotin orang sama bikin berantem sama istri udah booking hotel ehh hotel yang saya booking ga ada nama sayanya padahal saya udah transfer sama pihal aplikasi bajingan pun sudah di confirmasi ehh di cencel tuhh bookingan saya suru cari hotel lagi ga guna aplikasinya auto unisntall"
"5993","cuman ngasih tau aja yang mau download oyo mendingan jangan mending unistal jujur aja saya kecewa sama aplikasi oyo ini saya udah booking hotel saya ikutin petunjuk arah ke hotel yang ada di aplikasi oyo ternyata itu rumah warga dan lokasi hotelnya pun aku buka google lokasi hotelnya bukan di situ d...Ulasan Lengkapcuman ngasih tau aja yang mau download oyo mendingan jangan mending unistal jujur aja saya kecewa sama aplikasi oyo ini saya udah booking hotel saya ikutin petunjuk arah ke hotel yang ada di aplikasi oyo ternyata itu rumah warga dan lokasi hotelnya pun aku buka google lokasi hotelnya bukan di situ dan jauh bangen anjing oyo dan pas udah sampe hotelnya udag jauh muter2 kota bandung ehh pihak hotelnya belum kerja sama sama oyonya dan di cancel udah malem pula mana saya jauh dari luar kota anjing"
"5994","mantap."
"5995","I love this application, very useful"
"5996","Kenapa sekarang oyo poin yang dipakai dikit sekali. Cuma 5rb nyampe 20rb, pelit banget sih. Padahal udah undang orang sebanyak mungkin."
"5997","good"
"5998","oke bgt"
"5999","mantuab"
"6000","good app"
"6001","toplah"
"6002","good"
"6003","customer servis kurang ramah tolong perbaiki cara berkomunikasi di telepon ,karna bisa saja yang di telepon lagi kerja"
"6004","dapat harga murah dr aplikasi tuh seneng banget. hotelnya lumayan baguss..terhitung baru juga sih. kamar lumayan besar. handuk dapet. sabun shampo n sikat gigi juga ada. Dibanyakin dong di kota2 terutama yg bukan ibukota propinsi. jd bisa lebih banyak pilihan."
"6005","mudah prmakaiannya"
"6006","bodoh alamat susahnya dicari"
"6007","bagus, harga murah"
"6008","Tooop.... no tipu tipu"
"6009","lantai kamar kotor, hbs kena bekas makanan tumpah.. tidak ada tisu toilet.. TV tidak bisa di tonton, pesanan bad tidak sesuai.. lbh parah lagi, selimut nya acak-acakan bekas di pakai😒. tolong di perbaiki layanan room nya boss. thanks"
"6010","mantap"
"6011","kalo iklan pake otak tolol jngn setiap detik ngganggu koplok"
"6012","saya sangat puas.dengan bayar Rp 80rb an saja saya bisa tidur nyaman .terimakasih banyak OYO."
"6013","Pelayanan maksimal.. banyakin promo menariknya.."
"6014","aplikasi tidak dapat dibuka"
"6015","gud"
"6016","bagus. setiap orang mulai sekarang bisa punya bisnis hotel tanpa modal besar..dan tanpa urusan yang rumit. ekonomi rakyat bakal terbantu."
"6017","susah"
"6018","bagus...mantap..."
"6019","😎😎😘"
"6020","mantap"
"6021","Sangat Membantu & Mudah mencari Hotel, Guest House atau Home Stay yg sesuai dgn Isi Kantong Masing2 ... Trima Kasih OYO 👍👍👍"
"6022","sangat membantu"
"6023","sangat simple pemesanan dan banyak diskonnya"
"6024","mantap bisa bayar di tempat. tapi saya berharap bisa melakukan pembayaran transfer juga. kalo bisa di perluas layanan pembayaran nya. agak kesulitan kalo harus kartu kredit dan bang permata saja"
"6025","hebat"
"6026","Good sofware"
"6027","oyo the best banget"
"6028","Ok"
"6029","harganya tetap mahal, walau dikasih diskon tapi harganya dimarkup lalu dipotong, oyo point juga percuma ga kepakai, punya oyo point 1.000.000 ,,bisa dipakai 5-20% dari total transaksi.. untuk apa ga kepakai, mana udh dimarkup harganya makannya keliatan diskonnya besar.. marketing jaman now"
"6030","mantap"
"6031","Good"
"6032","sippplah"
"6033","jangan pernah download aplikasi ini oyo adalah hotel terburuk dalam hidup saya masa mau minta pengembalian uang gak bisa juga hotel nya gak ada air gak ada kaca gak ada jam dinding .. oyo anjing pantek pilat pokok nya kalian jangan download aplikasi ini ok saya menegaskan oyo hotel untuk para anjing...Ulasan Lengkapjangan pernah download aplikasi ini oyo adalah hotel terburuk dalam hidup saya masa mau minta pengembalian uang gak bisa juga hotel nya gak ada air gak ada kaca gak ada jam dinding .. oyo anjing pantek pilat pokok nya kalian jangan download aplikasi ini ok saya menegaskan oyo hotel untuk para anjing babi pantek pilat kontol bangke bangsat😤😤😤😤😤😤😤"
"6034","recomended banget"
"6035","standar bagus, bersih, petugas nya ramah dan responsif"
"6036","saya kasih bintang 5 buat oyo.. sy hobby traveling.. dengan oyo sangat membantu dalam pemesanan hotel saat sy harga standart dan bersahabat.cuma sedikit masukan saja.. terkadang harga di oyo dengan aplikasi sebelah,aplikasi sebelah lebih murah??..smentra hotel join oyo. seharus nya lebih murah dari ...Ulasan Lengkapsaya kasih bintang 5 buat oyo.. sy hobby traveling.. dengan oyo sangat membantu dalam pemesanan hotel saat sy harga standart dan bersahabat.cuma sedikit masukan saja.. terkadang harga di oyo dengan aplikasi sebelah,aplikasi sebelah lebih murah??..smentra hotel join oyo. seharus nya lebih murah dari pada aplikasi sebelah.."
"6037","kerennn gan"
"6038","tempat bersih, bagus, nyaman, harga ekonomis"
"6039","oyo topp"
"6040","kenapa gak dari dulu yah oyo terlahir.. hihihi ngebantu banget oyo.. apalagi saat2 akhir bulan 🤭🤭🤭"
"6041","lumayan untuk hargs"
"6042","keren"
"6043","ok"
"6044","Baik"
"6045","ok GOOD"
"6046","saya sudah melakukan pemesanan dan sudah transfer dari 8 jam lalu tapi belum ada konfirmasi terkait pembayaran saya, di email maupun aplikasi, dan sy sudah menghubungi no tlpn tertera di email hanya jawab an nya akan segera di proses tetapi tidak kunjung ada kabar."
"6047","good"
"6048","bgus"
"6049","Great, tingkatkan lagi"
"6050","kerenn. saya cuma bayar 1000 rupiah"
"6051","aplikasi hotel terbaik parah!!! banyak banget promonya harganya juga ramah di kantong sampe bingung milih hotel yang mana"
"6052","bgus"
"6053","bagus dan terkesan shar i"
"6054","bagus banget"
"6055","mantap"
"6056","good"
"6057","PT.abusyouqi"
"6058","pemesanan yg optimal teriMakasih oyo your best hotel"
"6059","hebat. mau dong promo gratis nya. buat honeymoon saya."
"6060","GOOD APK"
"6061","good aplikasi"
"6062","tidak bisa refund uang pdahal aplikasi yang salah, nominal yang harus di transfer berubah tiba tiba,pihak penginapan juga tidak ramah"
"6063","good room"
"6064","cari hotel jdi mudah"
"6065","ok"
"6066","Membantu sekali"
"6067","Beri bintang 3 dlu nanti tambah lg bintangnya kl tempat dan pelayanannya memuaskan"
"6068","kadg tdk sesuai dgn gambar"
"6069","terimakasih"
"6070","bagus"
"6071","good"
"6072","parah, worst application ever, cs yang gak konsisten, via bank transfer pending, disuruh bayar 2x worst thing ever, cs gak konsisten dengan omogannya ga bisa dipertanggung jawabin"
"6073","mantap sekali"
"6074","mantap"
"6075","sangat tidak berguna sekali, salah tanggal dan tidak bisa diubah, dan tidak direfund pulak, akhirnya sama saja tidak mendapatkan kamar, app yang sangat yang merugikan manusia, sengaja dimohon tunggu tadi biar dikira bisa diganti tanggalnya pada saat ditelpon dan ternyata memang hasil nihil, kebijaka...Ulasan Lengkapsangat tidak berguna sekali, salah tanggal dan tidak bisa diubah, dan tidak direfund pulak, akhirnya sama saja tidak mendapatkan kamar, app yang sangat yang merugikan manusia, sengaja dimohon tunggu tadi biar dikira bisa diganti tanggalnya pada saat ditelpon dan ternyata memang hasil nihil, kebijakan yang sangat merugikan customer"
"6076","baru kali ini mencoba, semoga lbh baik dri aplikasi yg lain ya"
"6077","sangat mengecewakan"
"6078","hotel murah dan sangat bagus."
"6079","mantap betul"
"6080","mengesankan sistemnya"
"6081",".. ."
"6082","pembayaran di waktu check in"
"6083","Makasih OYO atas hotel seharga 1000 nya, sangat memuaskan.. Mantull.."
"6084","good"
"6085","oyo murah gila , caraka syariah pesangrahan.. bersih ajib hanya yg sah ya.. dan single boleh"
"6086","terima kasih oyo"
"6087","ntapss"
"6088","lumayan,"
"6089","good"
"6090","siip"
"6091","tingkatkan dong dengan bayar ditempat...!! dan CS yang lebih baik.. tapi untuk saat ini.. TOP..."
"6092","terimakasih atas pelayanan nyah"
"6093","cocok buat kelas menengah ke bawah, oyo emang jozz, bagi anda yg mau coba silahkan, lebih banyak promo.nya tiap hari libur sabtu & minggu, coba pakai kode VINOMKXMAX biar lebih irit lagi dan dapat diskon terus.. trims oyo.. sukses selalu"
"6094","PROMO OYO YG 1000 RUPIAH MASAK HARUS PAKAI KARTU KREDIT, KALAU GAK PUNYA GIMANA MAU MENIKMATI PROMONYA...SAMA JUGA BOHONG.."
"6095","Mohon berikan harga terbaik buat saya, karena OYO memudahkan saya untuk menginap"
"6096","cukup puas pelayanan nya bersih tempat nya."
"6097","good"
"6098","The best management👌"
"6099","Belum bisa kasih 5⭐, msh hrz melihat perkembangannya dulu"
"6100","saya mau douwload oyo tapi saya bigung gmna bayarannya ... soalnya blm pyh req ..."
"6101","Please add some more payment methode, not all people have credit cards."
"6102","sangat memuaskan"
"6103","Saya sudah beberapa kali sering pesen oyo dan bayar di tempat, ruangan nya nyaman kamar nya bersi wangi Thebhets lah oyo"
"6104","kamar mandinya diperhatikan kebersihannya"
"6105","kode referal buat dapat vocer oyo money senilai 1.000.000 ""ARINKDEVXG"""
"6106","keren..mantap..bagus..bersih..tdk mahal..sukses oyo"
"6107","harga standar...kualitas dan pelayanan bagus."
"6108","like"
"6109","mantab..."
"6110","hebat dan mantul bisa nginap dihotel dengan harga seribu rupiah ...."
"6111","oke dan mantap"
"6112","hotelnya bagus dan karyawannya ramah2,jadi tambah suka nginap dihotel OYO"
"6113","Saya bingung sama aplikasi ini, ada notifikasi kamar tersedia , ketika di cek sudah sold out, dan ini terjadi berkali-kali, apa sebenarnya maksudnya?"
"6114","ok"
"6115","gut"
"6116","masih ada kekurangan seperti memasukkan kota sesuai KTP tidak tampil dalam pencarian walaupun saya memasukkan nama Jakarta ttp tidak tampil. mohon di perbaiki."
"6117","enjoy."
"6118","dicoba,dicoba,dicoba"
"6119","recomended"
"6120","KEKURANGAN OYO ADALAH, PEMBAYARAN HANYA BISA DI BANK PERMATA DAN PAKE KERTU KREDIT, SANGAT DISAYANGKAN, SHARUSNYA BISA DIBAYAR BANYAK BANK DAN BISA BAYAR DI ALFAMAT ATAU INDOMARET"
"6121","saya sangat kecewa dengan pelayanan oyo yang sangat sangat kurang tanggap dan kurang bekerja sama dengan customer, pihak oyo telah membuat kesalahan dengan tidak mengirimkan notifikasi kode hotel padahal saya sudah transfer, sehingga saya melakukan double booking di hari yang sama juga, saya sudah m...Ulasan Lengkapsaya sangat kecewa dengan pelayanan oyo yang sangat sangat kurang tanggap dan kurang bekerja sama dengan customer, pihak oyo telah membuat kesalahan dengan tidak mengirimkan notifikasi kode hotel padahal saya sudah transfer, sehingga saya melakukan double booking di hari yang sama juga, saya sudah membuat laporan tetapi sama sekali tidak ada respon untuk saya melakukan refund...jangan sampai ke customer lain ya, saya ikhlas uang saya hilang, semoga oyo bz jauh lebih baik..."
"6122","sedikit masukan untuk oyo tolong untuk deposit dihapus saja"
"6123","OYO Point saya 1.120.000. tapi tidak bisa digunakan seluruhnyaa. ??"
"6124","sangat baik"
"6125","aplikasinya bagus"
"6126","sungguh memuaskn"
"6127","nice"
"6128","good"
"6129","mantap. pesanan sesuai. pelayanan memuaskan.."
"6130","bersih dan bagus"
"6131","👍"
"6132","hebat"
"6133","mantap"
"6134","ok"
"6135","murah,worth it lah buat staycation"
"6136","bagus"
"6137","nice"
"6138","Harga mantap"
"6139","mantul"
"6140","OYO rekomended untk tempat istirahat dimanapun dan kapanpun, dengan pelayanan yg memuaskan. Terima kasih OYO"
"6141","tempat ny bersih rapih. good lah👍"
"6142","bagus, harga terjangkau"
"6143","pilihan terbaik"
"6144","Mantul"
"6145","good"
"6146","promo tipu2 seribu hahaha"
"6147","sangat mengesankan"
"6148","ada kontak yg bisa dihubungi?"
"6149","Sangat sangat rekomend buat kalian yg lagi cari hotel murah dan bisa bayar ditempat, udah beberapakali nginep disini dan memuaskan. Selain harganya terjangkau, pelayanannya lumayan. Semoga selalu ada promo menarik ya, sukses buat oyo❤️"
"6150","nyaman, pelayanan ok."
"6151","harga nya tolong di murahin lagi ya terus banyakin promo nya ya"
"6152","oyo terbaik"
"6153","ok"
"6154","satu kata saja PRAKTIS"
"6155","untuk aplikasi dan layanan lumayanlah.."
"6156","apk yang sangat recommended mudah caranya nyaman tempatnya... pelayanan yang sangat maksimal dari capten. good Job !!!"
"6157","Saya sudah menggunakan Apps OYO ini dan terbukti mudah dalam mencari penginapan dengan harga terjangkau fasilitas lengkap bersih aman dan nyaman di Kota Jambi dan ketemu Hotel Surya OYO, untuk itu sangat saya rekomendasi pasang aplikasi OYO. Terimakasih OYO saya puas."
"6158","check in gampang cepat gak pake ribet.. Dan yg penting nyaman Dan memuaskan ..puas banget pokoknya.. oyo is the best.. clo Ada Bintang sepuluh saya kasih sepuluh.. sekali lagi Terimakasih oyo.."
"6159","nice"
"6160","nice"
"6161","mantap.. diskon dan tempatnya memuaskan"
"6162","ok"
"6163","OYO keren banget dan murah, cocok buat backpacker"
"6164","mantabbb"
"6165","Keren"
"6166","dari ke 21 pesanan saya . buat saya recomended bgt. meskipun sekali saya sya pernh pesan kode boking keluar tp dri pihak hotel nama saya blom ada. lalu saya telvon cs langsung teratasi masalahnya . tp sekarang pemakain poin tdak seperti dulu bisa dipake smpai 100k. skrang hanya sedikit semnjak ada p...Ulasan Lengkapdari ke 21 pesanan saya . buat saya recomended bgt. meskipun sekali saya sya pernh pesan kode boking keluar tp dri pihak hotel nama saya blom ada. lalu saya telvon cs langsung teratasi masalahnya . tp sekarang pemakain poin tdak seperti dulu bisa dipake smpai 100k. skrang hanya sedikit semnjak ada promo 1jt. tingakat kan lagi point nya biar bisa di pakai."
"6167","SANGAT-SANGAT MENGECEWAKAN! PERTAMA BOOKING LANGSUNG DAPET MASALAH KAYAK GINI.... TIDAK ADA TOLERANSI, KESALAHAN DALAM BENTUK KETIDAK SENGAJAAN! SILAHKAN AMBIL UANG SAYA!!!"
"6168","jos"
"6169","bagus"
"6170","good"
"6171","hotel terbaik"
"6172","pesan hotel di oyo kopeng ,di cancel sepihak,kecewa banget ,apalagi sore sudah konfirmasi,langsung uninstal aplikasi"
"6173","kl bisa dibanyakin kode promo diskon nya, dan fasilitas hotel oyo rooms nya lbh banyak dibenahi, karena msh banyak kamarnya yang kurang standar bersihnya"
"6174","hebat"
"6175","nyaman"
"6176","best buat sy"
"6177","if I book a hotel through an application then pay at a place, can it ???"
"6178","pokonya rekomended banget"
"6179","top bgt"
"6180","good aplikasi buat pesan hotel"
"6181","sangat baik"
"6182","hebat"
"6183","dimana mana hotel yg sdh di booking dan sdh dpt kode verifikasi meski cek in nya telat atau dtg keesokan nya, tidak akan hangus, tapi di oyo hangus dan sdh tidak bisa booking lagi, anehhhh, fungsi nya apa kalo misalnya kita booking tapi trnyta malah di cancel sepihak oleh pihak hotel atau pihak apli...Ulasan Lengkapdimana mana hotel yg sdh di booking dan sdh dpt kode verifikasi meski cek in nya telat atau dtg keesokan nya, tidak akan hangus, tapi di oyo hangus dan sdh tidak bisa booking lagi, anehhhh, fungsi nya apa kalo misalnya kita booking tapi trnyta malah di cancel sepihak oleh pihak hotel atau pihak aplikasi,"
"6184","terbaik playanannya"
"6185","mantap, baru mau coba pertama kali check in, kasih 4 dulu."
"6186","mahal2 msh bagusan airy. harga nya real"
"6187","Thanks OYO Memuaskan banget. Pelayanan oke."
"6188","sangat membantu sekali disaat kami membutuhkan hotel.."
"6189","mantap"
"6190","sangat membantu"
"6191","good"
"6192","good"
"6193","kode referal buat yang baru download IVANEGGXD"
"6194","Respon sangat cepat"
"6195","bagus"
"6196","good"
"6197","good"
"6198","bagus"
"6199","mantap"
"6200","harga murah, proses cepat"
"6201","kode verifikasinya telat, lelet.. 20 menit baru ke kirim. Waras ga sih kalian..."
"6202","jossss"
"6203","nyaman dan bersih,pelayanan ok"
"6204","ok bgt dari segi harga, dan ruangan bersih dan nyaman."
"6205","memesan dan menginap di hotel oyo sangat mudah dan bagus"
"6206","good"
"6207","males pake app ini"
"6208","ROBIDOMJE jangan lupa gunakan kode ini untuk dapat potongan harga lebih murah...."
"6209",",👍👍👍"
"6210","Bersih dan Tempat tidurnya nyaman"
"6211","ILHABKWDR7 Kode Referal untuk Bonus atau discond"
"6212","good"
"6213","ayo daftar oyo sekarang dapatkan 100.000 oyo koin buat diskon booking hotel dengan memasukkan kode referal FADIWSUJY dijamin dapat potongan harga ketika booking 😊❤"
"6214","saya sangat emosi dengan si oyo bangsat ini, saya tidur di pinggir jalan,uang saya pun hilang. saya doakan semoga bangkrut!! ANJG!!!!"
"6215","mantap"
"6216","good"
"6217","mudah bookingnya dan murah harga kamarnya"
"6218","sekarang sudah semakin mantap, thanks ovo"
"6219","bagus"
"6220","sangat nyaman"
"6221","Pesan Hotel paling mudah dengan harga kompetitif hanya di OYO"
"6222","service nya Bagus Oyo Hotel"
"6223","Pengalaman PRIBADI saya masuk d Oyo 3 X ganti tempat kok merasa, sepre keliatan kusut kyk bekas pke org gk d ganti jd gatel, trus AC nya di OYO Hampir semua kyk gitu DINGIN Tpi merasa masuk ANGIN GK NYAMAN ISTRI SAYA MASUK ANGIN jd itu BUKAN AC ( ITU KIPAS ANGIN MODEL AC, HARGANYA MURAH YG BANYAK DI...Ulasan LengkapPengalaman PRIBADI saya masuk d Oyo 3 X ganti tempat kok merasa, sepre keliatan kusut kyk bekas pke org gk d ganti jd gatel, trus AC nya di OYO Hampir semua kyk gitu DINGIN Tpi merasa masuk ANGIN GK NYAMAN ISTRI SAYA MASUK ANGIN jd itu BUKAN AC ( ITU KIPAS ANGIN MODEL AC, HARGANYA MURAH YG BANYAK DIJUAL DIPASARAN , ( PENIPUAN ) SEPERTI KIPAS ANGIN BIASA cuma Angin kencang aja, KLO AC ASLI ISTRI SAYA GK MASUK ANGIN NORMAL itu DINGIN ENAK NYAMAN TIDAK MASUK ANGIN...KAPOK KECEWA BANGET...!!!"
"6224","nyaman dan aman."
"6225","bad service. You cancel my order. very disappointing"
"6226","easy to book, can't wait to see the hotel"
"6227","masukan code IDHAMMLNA3 dan dapatkan oyo point untuk mendapatkan penawaran yang lebih menarik"
"6228","Bagus. Sekarang bisa transfer lewat atm."
"6229","kebersihan nya kurang tolong lebih di tingkatkn lg keberihan nya & kamar harus wangi"
"6230","Ok punya"
"6231","bagus"
"6232","terimakasih untuk OYO hotel ..anakku bisa mendapat pertolongan dalam situasi darurat dengan hotel yang hanya bayar 500 rupiah semalam ketika ada di Solo"
"6233","baik"
"6234","seneng banget, banyak dapat hotel murah"
"6235","good"
"6236","coba dulu"
"6237","iya"
"6238","👌"
"6239","memuaskan"
"6240","salah tanggal dan pihak hotel meminta di cancel saja, setelah di cancel biaya pembatalan seharga harga kamar, tidak ada refund dari pihak oyo dan saya tidak dapat kamar, sangat mengecewakan. jangan pakai aap ini karena mereka mencuri dengan alasan kesalahan sistem dan pihak customer yamg dirugikan."
"6241","membantu banget pas ke luar kota"
"6242","saya ke oyo 162 tempatnya bagus adem ac nya juga gak ada kendala dan sudah beberapa kali,, resepsionisnya juga ramah baik"
"6243","very good"
"6244","bintang 3 dulu mungkin bisa berubah bintang 5 kalau kawasan depok cibinong bogor kota tersedia, terima kasih"
"6245","siip deh"
"6246","mau tanya knapa oyo seribu tidak dapat di pakek?"
"6247","mantul....boss"
"6248","susah banget ganti tanggal nya."
"6249","oyo, makasi ya....!!!"
"6250","mantap"
"6251","app bagus untuk cari penginepan low budget dgn kualitas yg tetep bagus"
"6252","setelah pembayaran dilakukan, ko kaya gada notif apa apa"
"6253","oyo ...ok pelayanannya"
"6254","sip"
"6255","saya kasih bintang 5 karna saya kemaren pesen harus bayar pake kredit card . belum tak urus pembayaran tapi saya sudah booking .. dan saya aktifin biar bisa dapet nomor WhatsApp yang di oyo gak lama saya ditelpon sama orang oyo nanyain masalah bookingan saya lewat aplikasi . dan saya nanya bisa gak ...Ulasan Lengkapsaya kasih bintang 5 karna saya kemaren pesen harus bayar pake kredit card . belum tak urus pembayaran tapi saya sudah booking .. dan saya aktifin biar bisa dapet nomor WhatsApp yang di oyo gak lama saya ditelpon sama orang oyo nanyain masalah bookingan saya lewat aplikasi . dan saya nanya bisa gak kalo bayar ditempat . diaplikasi gak ada bayar ditempat . trus dia bilang . bisa . ya saya seneng bgt .. untuk kamar sih nyaman . cuman tolong kalo ada noda segera dicuci yah .. kan kitanya gak nyaman"
"6256","hebat"
"6257","good"
"6258","mantap jiwa"
"6259","good"
"6260","good"
"6261","penginapan yg cukup nyaman ,harga ekonomis ,tq OYO"
"6262","mantap"
"6263","kamar bersih .staf baik2"
"6264","good"
"6265","mantaaaap"
"6266","mantap pokonya"
"6267","mantapp"
"6268","bagus ! dan murah"
"6269","perbanyak jaringan hotel di sidoarjo dan surabaya. harga dan kualitasnya rata2 bagus semua. Jangan lupa masukin kode referall PRAMMKNEQX untuk mendapatkan Rp. 50rb promo hotel seribu bhong ya.. selalu soldout. hmmm"
"6270","mantap"
"6271","bagus"
"6272","murah tapi ga murahan best aplication lah"
"6273","aplikasi OYO Keren bangeeett.."
"6274","murah binggo"
"6275","terbaik"
"6276","sangat membantu sekali"
"6277","nayamul"
"6278","Thank you for the information, this makes it easy for me on business and leisure trips. Thank you"
"6279","nilai 8, pelayanannya cukup puas"
"6280","sangat nyaman"
"6281","kecewa banget dengan OYO. saya menginap di makassar guest house pada tanggal 21 Juli19 tidak ada air mandi dan toilet. dari check in sampai saya pindah hotel jam 23.30. pihak OYO saya konfirmasi seperti orang yang tidak kompeten sama sekali dan tidak ada jalan keluar bahkan berbohong untuk menghubun...Ulasan Lengkapkecewa banget dengan OYO. saya menginap di makassar guest house pada tanggal 21 Juli19 tidak ada air mandi dan toilet. dari check in sampai saya pindah hotel jam 23.30. pihak OYO saya konfirmasi seperti orang yang tidak kompeten sama sekali dan tidak ada jalan keluar bahkan berbohong untuk menghubungj saya beserta jalan keluarnya. ternyata saya dibiarkan saja dengan kondisi seperti itu. saran saya untuk pengguna layanan online mending pakai operator lain selain OYO dech."
"6282","terbaik"
"6283","di situ kan tertulis chek-in jam 02.00pm nah kalo bisa ksana nya jam 10.00pm ato lebih gimana?? dan kiita mau chek-out jam 07.00AM gimana ??? mkksd nya belom waktu chek-out gitu.."
"6284","baik"
"6285","mantap"
"6286","mi"
"6287","joosss"
"6288","hebat"
"6289","buat granddika bekasi timur , ga enak bgt ac nya ga dingin sama sekali"
