"","text"
"3720","ayan muas kamar bersih kamar mandi excellent"
"3721","bagus"
"3722","keren mantap banget"
"3723","parah booking besok proses bayar check ulang opsi lanjut bayar cancel tipu setlh bayar check ubah booking kota paksa batal bijak refund tipu leve ulas lengkapparah booking besok proses bayar check ulang opsi lanjut bayar cancel tipu setlh bayar check ubah booking kota paksa batal bijak refund tipu level aplikasi mudah an cari untung nama ngerampok rugi orang"
"3724","murah lumayan bagus"
"3725","bagus"
"3726","bawa pacar sana"
"3727","mantap"
"3728","hati nginep aeropolis dudah transfer kamar duit mending lu maka traveloka"
"3729","pakai aplikasi aplikasi tipu bayar bilang cancel email sms masuk kalo batal pesan bodoh transfer batal aplikasi bangsat"
"3730","pesan gampang"
"3731","layan puas"
"3732","bantu"
"3733",""
"3734","daftar properti mitra"
"3735","mantap"
"3736","oke"
"3737","hebat"
"3738","bagus"
"3739","kamar bersih ayan sih pasilitas suai nyata"
"3740","ok"
"3741","pikihan harga sahabat"
"3742","bagus"
"3743","ok"
"3744","alam senang"
"3745","daerah kelapa gading sedia"
"3746","bersih nyaman"
"3747","muas"
"3748","inap salah medan bayang hotel mati air pagi checkout alas reception bilang tau"
"3749","bagus"
"3750","tolong ya pesan bookingan nama tolong konfirmasi"
"3751","murah"
"3752","keren"
"3753","coba"
"3754","kode promonya"
"3755","ok simple moga promo terap hoax susah promo bagus"
"3756","mazi rq diskon"
"3757","aplikasi bikin percaya g"
"3758","mantap"
"3759","keren"
"3760","bayar via transfer hasil check sept hotel cancel sistem butuh kamar refund recomend banget"
"3761","mantap"
"3762","bagus"
"3763","top"
"3764","puas ya"
"3765","good"
"3766","ramah tamah good"
"3767","baik"
"3768","kamar bersih nyaman"
"3769","sip"
"3770","nyaman kagak pulang"
"3771","aplikasi bagus"
"3772","mudah promo"
"3773","ayan bagus fasilitas mantap bersih nyaman"
"3774","sip"
"3775","muas"
"3776","aplikasi kes"
"3777","mantap"
"3778","dabat data gb"
"3779","mantap kamar nyaman"
"3780","keren diskon diskon"
"3781","cepat nyaman nginap"
"3782","aplikasi bantu mecari inap murah dekat"
"3783","good"
"3784","bagus"
"3785","ayan baik lngsng informasi hotel cancel lnjut suai ayo pesan mudah kualitas baik harga jangkau diskon hebat iyoo mantap"
"3786","hebat"
"3787","undang biar bantu agiebkvx ku"
"3788","kecewa aplikasi sampah kemarin malam pesan kamar nginap malam pesan transer uang suruh cek siang datang hotel tau kasih masuk satpam batal sewa kamar sih ulas lengkapsaya kecewa aplikasi sampah kemarin malam pesan kamar nginap malam pesan transer uang suruh cek siang datang hotel tau kasih masuk satpam batal sewa kamar cancel cancel uang tranfer tau hilang hangus aplikasi tipu moga nak balasanya buat salam tipu"
"3789","bagus"
"3790","puas"
"3791","ok"
"3792","murah nyaman"
"3793","ok"
"3794","o sehat"
"3795","salah pilih hotel"
"3796","fast respon"
"3797","kecewa kembal kembal uang refundnya bulan bilang begitu bilang konfirmasi hilih"
"3798","hebat"
"3799","daftar susah kode otp masuk no hpnya"
"3800","cakep"
"3801","kamar bersih"
"3802","aplikasi tipu transfer hotel bilang pakai aplikasi aplikasi tipu"
"3803","muas"
"3804","mantaf"
"3805","aplikasi bantu jalan nas"
"3806","sila masuk kode halbbkgex hack masuk kak cair pci point"
"3807","aplikasi kelola profesional alam pribadi pesan bayar kamar aplikasi sept inap sept hotel diberitahu kamar kosong tunggu jam ulas lengkapmenurut aplikasi kelola profesional alam pribadi pesan bayar kamar aplikasi sept inap sept hotel diberitahu kamar kosong tunggu jam oper hotel kasihan jaga hotel kena marah tamu alam orang alami"
"3808","good"
"3809","menyenengkan"
"3810","keren bantu"
"3811","bantu"
"3812","great"
"3813","mudah mesan"
"3814","good"
"3815","verylike rooms thanks"
"3816","ok"
"3817","kamar nyaman bersih"
"3818","ok"
"3819","aneh aplikasi dibatalin bayar bilang pending lapor sukses tdinya gilir tempat batal hilang uang tanggung kecewa banget"
"3820","bagus"
"3821","enak"
"3822","bagus kadang malam suara bising teriak ngunci pintu kamar kuat lokasi bagus"
"3823","ramah"
"3824","bagus lupa pakai reveral saldo ovo kak rezawy a"
"3825","ayan muas ramah kamar bersih bising pusat kuliner"
"3826","aplikasi tipu mancansel kamar uang dibalikin kecewa sesal"
"3827","good"
"3828","istimewa"
"3829","amazing"
"3830","lokasiny ok tmptny bersih nyamam"
"3831","mantap"
"3832","oke"
"3833","ok"
"3834","bagus aplksi tteplah mmebri baik"
"3835","coba ya"
"3836","kecewa"
"3837","tolong uang boking hotel ku transfer batal batal masuk akal kecewa ayan mu"
"3838","bagus mudah cari hotel hotel bersih nyaman keluarga coba tambah menu ubah rating nilai hotel barusan pas kasik rating sengaja pencet ok klik bintang"
"3839","okeh"
"3840","tempat bersih nyaman worth banget"
"3841","hebat"
"3842","sip"
"3843","lumayan bagus murah"
"3844","hotel baik murah reseptionis ramah"
"3845","oke"
"3846","keren super murah kwalitas mewah"
"3847","bagus"
"3848",""
"3849","bantu terima kasih"
"3850","hotel besok besok mantab aplikasi"
"3851","hey masuk kode adinxbbvd daftar ya terima kasih"
"3852","ok"
"3853",""
"3854","mantap"
"3855","good app"
"3856",""
"3857","pesan besok moga kendala"
"3858","oke"
"3859","great"
"3860","good"
"3861","kamar orang harga kali lipat voucher promo hotel kak kak manis harga hotel potong harga"
"3862","nyaman"
"3863","voucher inap ribu sih ams ng gift indak h me pas pakai vouchernya aplikasi sedia potong aplikasi voucher terima contoh voucher ribu harga sewa kamar hotel ribu potong aplikasi o ulas lengkapsaya voucher inap ribu sih ams ng gift indak h me pas pakai vouchernya aplikasi sedia potong aplikasi voucher terima contoh voucher ribu harga sewa kamar hotel ribu potong aplikasi sih ribu pas pakai voucher ribu potong harga ribu apa voucher pakai aplikasi sampah"
"3864","good"
"3865","good"
"3866","hebat"
"3867","helpful and sensitive price"
"3868","ok"
"3869","keren recommended"
"3870","mantap"
"3871","ok"
"3872","mantap mantap mantap mantap"
"3873","daftar dapat promo kak kode ref ajunqomrn"
"3874","mantap"
"3875","nice wkwkwk"
"3876","mantaps"
"3877","sok far sok good"
"3878","good"
"3879","good"
"3880",""
"3881","andijgx"
"3882","bagus"
"3883","suai harga promo"
"3884","murah banget"
"3885","ok"
"3886","murah"
"3887","good"
"3888","bayar alfamart indomaret payah"
"3889","good"
"3890","muas"
"3891","sip"
"3892","muas aman nyaman"
"3893","ok"
"3894","test"
"3895","nyaman luas"
"3896","bagus"
"3897","upgrade buruk bayar langsung hotel tukar kupon poin"
"3898","oke banget"
"3899","hebat"
"3900","mantap"
"3901","guna hotel mana diskon aplikasi online travel agent"
"3902","bagus cuman ptnjuk arah suka tpat lebih nice"
"3903","great"
"3904","good"
"3905","good"
"3906","nyaman bagus bersih"
"3907",""
"3908","sip"
"3909","good"
"3910","apartemen rungkut biz aquare kali kali sana tulis larang rokok denda ribu sana tulis reseptionist reseptionist rokok selesai check o ulas lengkapsaya apartemen rungkut biz aquare kali kali sana tulis larang rokok denda ribu sana tulis reseptionist reseptionist rokok selesai check out kena denda ribu bauk rokok kamar rokok ngevape"
"3911","aplikasi ribu promo booking"
"3912","mantap"
"3913","muas"
"3914","promo mantap mantap"
"3915","hebat"
"3916","download harta karun kak pakai masuk kode promonya harga normal kode hilang maksud biar download doang kecewa biar harga kmr mahal respon baik"
"3917","duh kali kecewa promo harta karun september habis kode pakai apply langsung hilang ubah harga normal kode promo pakai rekomendasi teman biar download pakai ulas lengkapduh kali kecewa promo harta karun september habis kode pakai apply langsung hilang ubah harga normal kode promo pakai rekomendasi teman biar download pakai harga kamar ribu ribu tau apply kode disc kode oyoseribu hartakarunoyo pakai coba malu bilang hoax"
"3918","oke"
"3919","good"
"3920","murah riah"
"3921","bantu cari kamar harga jangkau"
"3922","good"
"3923","habis pesan kamar bayar lunas aplikasi tanda bukti bayar aplikasi hotel tunggu pemabayaran direfund dicancel kecewa"
"3924","bagus banget kantong pas"
"3925","nice"
"3926","cakep"
"3927","bantu"
"3928","mantap"
"3929","respon cepat"
"3930","hotel bagus kerja berisik ganggu tidur palembang"
"3931","nice"
"3932","good"
"3933",""
"3934","keren coba adakan sarap pagi"
"3935","ya allah booking hotel login aplikasi susah mulu aplikasi coba kali kali login aplikasi parah"
"3936","sip"
"3937","ok"
"3938","good we"
"3939","bagus"
"3940","nice aplication for book hotels"
"3941","mudah bayar voucher binggung maka sedia kolom voucher"
"3942","mantap"
"3943","mantap"
"3944","top"
"3945","refund dana proses intruksi tunggu aplikasi update tentu hotel aplikasi beda aplikasi jasa booking hotel"
"3946","great"
"3947","mohon fitur bayar transfer bank va booking hotel"
"3948","pakai kode alluwdraka langsung poin"
"3949","hebat"
"3950","piknget"
"3951","bintang bicara"
"3952","suka banget harga jangkau"
"3953","pokok service oke"
"3954","wow"
"3955","lumayan diskon"
"3956","great app butuh alam"
"3957","ok"
"3958","transfer bayar hotel masuk data kamar kecewa aplikasi instal aplikasi pesan hotel busuk"
"3959","mohon tingkat"
"3960","mantap"
"3961","ok"
"3962","kode promo mesan aplikasi"
"3963","bagus"
"3964","mantap"
"3965","booking hotel harga jangkau kode tiaroraen"
"3966",""
"3967","mantap"
"3968","mesan kamar cepat"
"3969","jujur samgat kecewa ayan hotel best skip palembang kamar habis observ suruh canvel mesan bagus rusak gara gara hotel ayan amat buruk hotel best skip palembang"
"3970","bantu"
"3971","terimakasih ayan supportnya"
"3972","oke"
"3973","mantap"
"3974","aplikasi sulit masuk"
"3975","murah banget diskon limpah"
"3976","bantu"
"3977","hotel bagus"
"3978","sungguh muas"
"3979","sopan bentak tamu inap tolong baik"
"3980",""
"3981","pesan cepat"
"3982","aplikasi jelek"
"3983","lumayan murah"
"3984","aduh parah kali atap bocor"
"3985","puas inap"
"3986","hebat"
"3987","mantaab"
"3988","alam inap"
"3989","parah aplikasi pakai imei bikin akun kalo grab entar benci kayak grab"
"3990","harga jangkau diskon"
"3991","saldo ovo"
"3992","hotel mudah jangkau app"
"3993","terimakasih aplikasi bagus bantu kerja seeing kota inap maka aplikasi mudah harga pas sukses henti keluar diskon tarik"
"3994","menang event mending uninstall"
"3995","sip soro"
"3996",""
"3997","good"
"3998","bayar ya"
"3999","bagus"
"4000","mntap"
"4001","costumer service kurang edukasi receptionist miris"
"4002","mantab banget pakai sukses"
"4003","mantap muda"
"4004",""
"4005","aplikasi burik pakai"
"4006",""
"4007","bantu"
"4008","overall baik aplikasi"
"4009","bantu harga jangkau"
"4010","cool"
"4011","aplikasi anjing undang orang daftar misi selesai tau tau konfirmasi anjing"
"4012",""
"4013","hrg ok"
"4014","bacot"
"4015","mantap pokok"
"4016","ok"
"4017","bagus"
"4018","good"
"4019","nice apps"
"4020","sip"
"4021","goodd harga murah"
"4022","ovo yes bagus"
"4023","oke harga saing"
"4024","solusi inap nyaman ekonomis kota mana indonesia"
"4025","bagus kasih ya kessel pesan pakai kode hartakarunoyo sih dpat notifikasi gilir buka capai maksimum coba halanganx dpat hotel harga sih"
"4026","kamar pasang kamera room hotel lihat diyoutube tolong klarifikasi"
"4027","mantaf"
"4028","mantap murah"
"4029","bagus kecewa"
"4030",""
"4031","i need atm orang merchant payment method"
"4032","good"
"4033","bagus banget appnya recommended banget cari istirahat nyaman keren keren"
"4034","its ok"
"4035","pesan hotel ikut aplikasi bohong"
"4036","senang nyaman"
"4037","good"
"4038","mantap"
"4039","mantap promo"
"4040","best"
"4041","ok"
"4042","kutambah sabar"
"4043","uwow"
"4044","mantap"
"4045","bantu jalan nas"
"4046","mantap hotel murah"
"4047",""
"4048","referreal teman pakai link hitung capek om"
"4049","good"
"4050","cepat mudah murah n bayar properti"
"4051","good"
"4052","hotel bagus murah senang hotel"
"4053","bagus banget bersih rapi tempat kali nginap orang ramah gpl alias pakai mahal coba ya"
"4054","mantap"
"4055","sip"
"4056","harga suai budget ayan humble bersih hotel oke kolam renang bersih recomended banget bekas utara flightship prima orchard"
"4057","ok"
"4058","coba bintang"
"4059","good"
"4060","login"
"4061","i hope give customer more discount sok rating more satisfied the customer"
"4062","nyaman"
"4063",""
"4064","bagus"
"4065","payment option notif where is the pay at hotel and atm payment methods"
"4066","bagus"
"4067","keren harga hotel potong hemat"
"4068","keren"
"4069","good"
"4070","kalo bintang kecewa maaf maaf langsung me refund kerjaa becus"
"4071","mana pokoke ok"
"4072","metode bayar harap tambah minimarket dompet digital bikin alat bayar khusus saldo top up metode"
"4073","nyaman"
"4074","kali booking hotel harga ribu benar bohong hotel syariah nyaman aman terima kasih"
"4075","dapat cashback ribu masuk kode refferal irfajwng let sih go"
"4076","mantap banyak voucher diskon mant"
"4077","kecewa bijak oembataalan dana kembal penggona hotel aktif kota mana singgh salah batal kronologis booking s bayar jam malam lalu kartu debit mandiri online noo booking jam ulas lengkapsaya kecewa bijak oembataalan dana kembal penggona hotel aktif kota mana singgh salah batal kronologis booking s bayar jam malam lalu kartu debit mandiri online noo booking jam pagi sudha mencri nama no booking hotel rencakana inap no booking masuk jam membooking manual"
"4078","kali psan n inap hotel kamar bersih tugas ramah nan memuaskn jangkau"
"4079","parah apk sampah capek rekrut orang hasil nihil kabar tembus orang hoax apk bohong publik nama buang kuota parah fix hoax"
"4080","manyap"
"4081","god"
"4082","promo hotel penuh"
"4083","best"
"4084","bagus"
"4085","bayar hotel indak kartu debit kredit takut tipu"
"4086","banyak iklan nyaman pakai hp wa buka youtupe instagram dikit dikit iklan ganggu mohon tingkat"
"4087","download pads sesal tipu iklan beranda hp sanagt menggangu"
"4088","sistem bayar bayar hotel"
"4089","achm ed diskon samsung note"
"4090","jelek"
"4091","map tolong baik lebih oke"
"4092","mantap"
"4093","depan"
"4094","mantap"
"4095","keren ajar cepat"
"4096","terima kasih opsi baik"
"4097","min copot aplikasi iklan serah copot pas copot iklan kayak maksa masang"
"4098","keren"
"4099","moga nyaman tidur pules"
"4100","good"
"4101","oke"
"4102","baik kak ks"
"4103","bantu"
"4104","mudah bantu aplikasi hotel pilihanya bantak trimakasih"
"4105","aplikasi terpecaya booking room aman nyaman"
"4106","mudah murah praktis"
"4107","ok"
"4108","kasih casback"
"4109",""
"4110","chat langsung hotel ya"
"4111","keren"
"4112","gue undi refferal ajak teman download link refferal masuk kode data teman gue masuk data valid install tau sedikk kecewa sih strategi marketing biar orang download sih ulas lengkapgue undi refferal ajak teman download link refferal masuk kode data teman gue masuk data valid install tau sedikk kecewa sih strategi marketing biar orang download undi ovo cash misteri parah gue dm official account ig twitter respon"
"4113","mantap"
"4114",""
"4115","oke bagus"
"4116","good good"
"4117","nice"
"4118","oke"
"4119",""
"4120",""
"4121",""
"4122",""
"4123","bagus harga suai oto top banget"
"4124","aplikasi cheak jam pas lokasi suruh jam"
"4125","fasilitas ok"
"4126","download aplikasi bohong tolong sebar"
"4127","kalah fasilitas inap kelas banding min"
"4128","aplikasi wajib traveller"
"4129","sip"
"4130","mantap"
"4131","ribet ya booking debit"
"4132","mamtap"
"4133","bagus"
"4134","hebat murah nyaman aman"
"4135","mantap"
"4136",""
"4137","suka"
"4138","baik"
"4139","aplikasi buruk boking kamar bayar ribet banget mohon tinjau mudah akses bayar"
"4140",""
"4141","good"
"4142","good"
"4143","mantp banget"
"4144","goblok daftar salah aplikasi ganti data sadar hpnya aplikasi"
"4145","bagus"
"4146","good"
"4147","muas"
"4148","mantap hotel pokok the best"
"4149","simple and murah"
"4150","mantab"
"4151","oke boos muas"
"4152","nice app"
"4153","kode promosi"
"4154","mantap"
"4155","lumayan lumanyun gawai cantik cantik ramah"
"4156","daftar kode kode qr"
"4157","aplikasi oke"
"4158",""
"4159","verry good"
"4160","pakai kode jukijrmv pas registrasi samsung note"
"4161","booking servicenya bagus"
"4162","aplikasi tipu tipu"
"4163","keren"
"4164","good"
"4165","vocer telkomsel guna mohon bantu guna"
"4166","aplikasi boking hotel baik"
"4167","bagus"
"4168","maaf inap maka sistem bayar bayar alih debit kredit sistem kah bayar proses"
"4169","bagus"
"4170","real joss loorrdd"
"4171","tolong ayan galaxy homestay"
"4172","mantap hotelny"
"4173","keren"
"4174","sip"
"4175","menu bayar hotel update tolong terima kasih"
"4176","mantap"
"4177","the best hotel gabung diskon kamar bersih puas"
"4178","mantap lurd"
"4179",""
"4180","baik"
