"","x"
"4286","Mantap pelayanannya.... 4 jempol utk red doorz"
"4287","Puaaaaas"
"4288","bagus"
"4289","Ga guna azu kau aplikasi laknat"
"4290","sangat membantu"
"4291","Mantap"
"4292","Good app"
"4293","Bagus"
"4294","Baik"
"4295","Murah lah intinya Mantapp"
"4296","Nice"
"4297","Good job"
"4298","Puass"
"4299","Lumayan murah"
"4300","Bagus"
"4301","Murah murah gaess"
"4302","👍"
"4303","Bagus"
"4304","Mantabb"
"4305","Sangat membantu"
"4306","Bersih rapih"
"4307","Mudah dan puas"
"4308","Good"
"4309","booking mudah dan hotel yg baik"
"4310","jossssssssss"
"4311","Lumayan membantu tp sekali pernah kasih satu bintang karna saya nilai kamar mandi hotelnya kotor banget eh di telp sama empunya hotel habis gua di marah marahin... wtf... waktu datang curhat katanya kemurahan rugi... vangke dah"
"4312","Bagus"
"4313","Sgt membntu"
"4314","Mantul banaarr"
"4315","Ok"
"4316","Tingkat kan"
"4317","Kerennn juga bagus hotelnya"
"4318","Ok"
"4319","Banyak diskon 🥳"
"4320","Very good"
"4321","Top lah"
"4322","Merasa nyanan"
"4323","Aplikasinya masih terlalu lama dibanding dengan aplikasi lainnya, kadang harus nunggu 3-5 menit buat munculin daftar hotel atau pas baru masuk aplikasi"
"4324","Luarbiasaaa.. Nyaman , semua ny bagus"
"4325","Mantap"
"4326","Bagus"
"4327","Semoga bermanfaat"
"4328","Oke"
"4329","oke bosku"
"4330","good"
"4331","Bagus"
"4332","Pelayanan bagus"
"4333","Oke"
"4334","Aplikasi jozzz DAN hebat"
"4335","Sesuai dgn harganya...matappp"
"4336","Mantapppp"
"4337","Tjiamik"
"4338","REDDOR AN7ING PALSU/HHOAX/NIPU"
"4339","Ok"
"4340","😎"
"4341","Mantap"
"4342","Hemat"
"4343","Lumayan"
"4344","Top"
"4345","Ok"
"4346","Bagus"
"4347","Puas"
"4348","Membuat semuanya lebih mudah.."
"4349","Sangat Membantu👍"
"4350","Very Good"
"4351","Bagus"
"4352","sangat rekomen deh pokonya nyaman dan aman"
"4353","Good"
"4354","Bersih dan pelayanan joss"
"4355","Mantul"
"4356","good"
"4357","kamar nya nyaman"
"4358","Mantap"
"4359","Hg"
"4360","Mantappppp"
"4361","Puaasssss"
"4362","Thanks for your"
"4363","mantap. tolong klw bisa tiap hotel ada promo diskonx 100rb.."
"4364","Mantapz"
"4365","Pesan hotel di reddoorz memuaskan.."
"4366","Mantap"
"4367","sangat bermanfaat"
"4368","Booking mudah. Pembayaran bisa di hotel"
"4369","Ya worth it lah"
"4370","Good"
"4371","Sangat.. sangat... sangat membantu touring saya. Sukses selalu."
"4372","Terima kasih"
"4373","Pelayanan prima"
"4374","Bagus"
"4375","Excellent"
"4376","Baik"
"4377","Good service"
"4378","Benefit gratis nginap atau diskon50% bagi redclub tidak saya dapatkan.. Sy sdh mengirim email tapi tidak ada tanggapan"
"4379","Ok"
"4380","Baik puas lah"
"4381","Good and cheap.."
"4382","enak, mudah, nyamam"
"4383","Oke"
"4384","Kereeeeennnn...banyak promo nya...sukses trus REDDOORZ..BRAVOOOO"
"4385","Ok"
"4386","sangat puas"
"4387","Solusi bagi para traveler"
"4388","Bersih"
"4389","Mantul"
"4390","Di reddoorz Purwokerto kasurnya keras. Kurang nyaman"
"4391","Bagus"
"4392","Sangat membantu"
"4393","Sangat membantu, banyak promo"
"4394","Good"
"4395","Sangat membantu"
"4396","good"
"4397","Bagus dan baik"
"4398","Good"
"4399","Mantap"
"4400","Mudah dan transparan pilihannya juga banyak."
"4401","Tmptnya keren"
"4402","Sangat memuaskan pelayanannya dari segi apa pun okee banget dah bakal ngulang lagi buat ksini...."
"4403","Good service"
"4404","Saya bisa memilih hotel yang sesuai dengan kebutuhan saya"
"4405","Sangat ramah saat melayani customer. Thank's."
"4406","Sangat membantu"
"4407","kamar lantai dua"
"4408","Mantul"
"4409","Sangat mudah"
"4410","Mudah dan keren"
"4411","Sangat membantu sekali"
"4412","Sangat membantu"
"4413","Sangat membantu"
"4414","Keren"
"4415","Harusnya penjaga menerangi harus cek out jam brp"
"4416","Good"
"4417","Mantap"
"4418","Goood kane nihh"
"4419","Mantap"
"4420","👌"
"4421","Mantap"
"4422","Ok Sip 🖒"
"4423","sayang gak bisa chat dgn cs reddorz tujuan.... Agar bisa tanya tentang fasilitas"
"4424","Mempermudah, discountnya ditambah lagi 😁... Tuhan berkati"
"4425","Good"
"4426","Puas banget deh..."
"4427","Sanggat membantu ini aplikasi"
"4428","Hotel nya cukup bagus dan bersih"
"4429","Ok"
"4430","Bagus"
"4431","Cukup membantu"
"4432","Amazing"
"4433","Good"
"4434","Sangat membantu mencari penginapan yg murah"
"4435","Simple"
"4436","Ok, rekomended"
"4437","Oke"
"4438","Mudan transaksinya, pelayan nya mantap"
"4439","Kembaliin duit sya,sya kena tipu......"
"4440","Ga bisa akses"
"4441","Recomended"
"4442","sangat baik"
"4443","Bismillah.. semoga hari2 kita semua dimudahkan dan reddoorz bisa bikin semua kleuarga aman. Baru mau nyoba."
"4444","Keren"
"4445","Bagus"
"4446","Bagus sekali"
"4447","Pelayanan sangat cepat"
"4448","Bagus bangett 😘"
"4449","Enak semuanya nyaman harga terjangkau"
"4450","Makasih RedDoorz sdh banyak membantu saya"
"4451","Mantap"
"4452","Sistem deposit adalah bentuk ketidak percayaan terhadap pelangan lama, klu baru pertama pesan si ok"
"4453","Oh ,h J J"
"4454","Lebih banyak donk promo nya dan lebih tinggi donk diskonnya"
"4455","Excellent apps, easy way to search"
"4456","Awesome"
"4457","Aplikasi penginapan alternatif"
"4458","Memuaskan"
"4459","Good"
"4460","Puas"
"4461","Top"
"4462","sangat membantu, tidak ada verifikasi nomer kartu kredit/debet, bisa bayar langsung di hotel"
"4463","APLIKASI SAMPAH, CUSTOMER SERVICE SANGAT TIDAK MEMBANTU"
"4464","Sangat baik"
"4465","Nyaman murah dan banyak di berbagai kota"
"4466","WiFi ga ada, AC kurang dingin"
"4467","Memudahkan"
"4468","Bgus"
"4469","Pemesanan lebih mudah dan cepat"
"4470","Baik"
"4471","Bagus dan bersih. Pelayanan juga ramah."
"4472","App dak jelas. Uang hangus sia"""
"4473","Recommended"
"4474","Oke"
"4475","Mantap"
"4476","Siap"
"4477","Goodluck"
"4478","Menyenangkan"
"4479","Yyyy"
"4480","Puas"
"4481","Krn"
"4482","The best konfrm"
"4483","Okeee"
"4484","Mantap"
"4485","Puas"
"4486","Mantap"
"4487","Mantapp"
"4488","Mantapp"
"4489","good"
"4490","Good"
"4491","Mantap"
"4492","Best aplikasi booking"
"4493","Mantap!"
"4494","Siip"
"4495","Puasss"
"4496","this. properti is the best"
"4497","Begitu mudah bersentuhan dgn aplikasi ini...semudah kita mendapat ( Boking ) yang kita inginkan... Sukses selalu RedDoorz...👍👍👍👍👍"
"4498","Baru pertama kali menggunakan aplikasi ini dan unik nya ada metode pembayaran pas baru datang di hotel nya"
"4499","Nice"
"4500","Nice"
"4501","Mudah dan nyaman"
"4502","Good"
"4503","Sangat membantu"
"4504","Bagus"
"4505","Ok"
"4506","Keren"
"4507","Good"
"4508","Fasilitasnya Mantaaappp bgt .. apalagi sangat terjangkau harganya .. Dapat disc juga .. makasih RedDoorz 👍👍👍👍"
"4509","Sangat memuaskan"
"4510","D sini banyak k tipu jangan mau download aplikasi reddoorz mending kita harus melapor kepolisian ini tindakan pidana penipuan saya juga k tipu duit saya belom d kembalikan"
"4511","Salam buat yang pengertian"
"4512","Keren banget dengan disains nya"
"4513","Lumayan bagus aplikasi nya"
"4514","Aku suka karna bisa membantu membantu kesejateraan kluarga"
"4515","Ok mantul"
"4516","Ih P"
"4517","Mudah dalam pembayaran"
"4518","Rekom"
"4519","Aplikasi yang berguna"
"4520","Sangat bermanfaat"
"4521","Luar biasa"
"4522","Wah....ngeri2 sedap nih klu ngebaca ulasan dr yg sdh ngalamin pki red door. Lbh baik kasih 2 bintang dl deh,ntar klu sdh coba pki reddoorz bru di tambahin bintangnya"
"4523","Mudah buat boking hotel 🙂"
"4524","Sangat memudahkan untuk memesan kamar, dengan harga yang murah."
"4525","Lumayan cepat cara boking ny"
"4526","Mantap"
"4527","gampang gak ribet...."
"4528","Mantaaap"
"4529","Bagus..dgn fasilitas lengkap n parkir luas"
"4530","Puas"
"4531","Ya membantu untuk meluaskan jaringan"
"4532","Okee"
"4533","Sejauh ini bagus"
"4534","Jos"
"4535","Ok"
"4536","Ok"
"4537","baru coba seh!!"
"4538","Lancar"
"4539","THE WESTIN JAKARTA Jl. H.R.RASUNA SAID LOGO NYA KENAPA TAK ADA DI GOOGLE PLAY STORE PAK ?"
"4540","Memudahkan bagi pelancong jauh"
"4541","Bisa pilih hotel sesuai dg saku"
"4542","Di jamin mantap dan puass"
"4543","Guij"
"4544","Keren"
"4545","Ok banget...."
"4546","Aplikasi booking paling lelet,"
"4547","Pelayanan yang terbaik untuk penginapan On-line 👍🤗"
"4548","Aplikasi yang sangat baik dengan berbagai penawaran diskon,hotel harganya ramah dikantong,lokasi strategis, kamar bersih, CS baik dan ramah. Reddoorz 👍"
"4549","Puas bgt pernah nginep disini. Gak berisik jga. Dindingnya gak mantulin suara dari kamar lainnya. Jdi pas buat yg kalo lagi mau menyendiri dan tidur tenang meskipun seharian hehe"
"4550","Heran setiap mau buka pemberitahuan di suruh instal mulu kenapa sih? Aku udah bosen menginstal ni"
"4551","Katanya Bisa Ke Pelosok,Kok Daerah Saya Di Kalimantan ngak ada satupun hotel"
"4552","Membantu banget dah"
"4553","Hotel murah dgn kwalitas yg mewah 👍👍👍👍"
"4554","Harganya ma tempat ok"
"4555","Cukup baik untuk penginapan dg tarif sedang."
"4556","Memuaskan"
"4557","Ok"
"4558","Terkadang loading nya lama saat pencarian unit"
"4559","Mudah, murah, cepat, dimana2 ada"
"4560","Mantap, mudah dan terpercaya"
"4561","good"
"4562","👍👍👍"
"4563","Ok"
"4564","Sangat sangat kecewa dengan sistem ini, semua kontak yg tertera tidak pernah di respon, e-mail pun ga pernah di tanggapi, cs selalu sibuk dengan alasan melayani customer yg lain. Tiba-tiba bokingan dibatalkan dan uang tidak kembali sepeserpun ."
"4565","Ok banget"
"4566","Pp"
"4567","pemesanan hotel yg sangat mudah 👍🏻"
"4568","pihak properti yg bekerja sama dengan reddoorz tak jarang tidak sesuai iklan, foto dan fasilitas yg dberikan pada aplikasi, difoto terlihat lengkap dan nyaman pada kenyataan pas check in jauh dari harapan ( sangat buruk dari berbagai hal )."
"4569","Mantul lur"
"4570","Luar biasa bagus,pelayanan cepat harga pas dikantong"
"4571","SANGAT MEMUASKAN"
"4572","ok.."
"4573","Aku juga gak tau diri aja deh ya kalo udah ada yg mau jadi apa yang telah terjadi di masa mendatang"
"4574","Percubaan"
"4575","Sangat membantu"
"4576","Ok"
"4577","Puas"
"4578","Benar benar puas dech...."
"4579","Mantab"
"4580","Coba dulu"
"4581","Ok"
"4582","Good"
"4583","Bagus"
"4584","Mantaopp"
"4585","Mantap"
"4586","Mantap"
"4587","Ok"
"4588","cukup bagus"
"4589","Oke Bgt Skli"
"4590","Terjemahan indonesa i"
"4591","Top bgt Sangat memudahkan"
"4592","bagus, gampang juga booking nya, gak ribet bisa d bayar di tempat"
"4593","🥰"
"4594","alhamdulillah terbantu"
"4595","Mantap"
"4596","Mantab"
"4597","Puas"
"4598","Mantap dan mudah."
"4599","Sp"
"4600","Memudahkan"
"4601","Pemesanan dan pelayanan PRIMA"
"4602","Good"
"4603","Sangat baik"
"4604","Lumayan tapi tolong teliti lagi kebersihannya terlebih lagi kamarmandi trimakasih"
"4605","Mantap"
"4606","Pernah nginap... tempat nya bersih"
"4607","Sangat memuaskan"
"4608","membantu"
"4609","top bgt"
"4610","Lebih gampang check in ga ribet, hotel sesuai budget, pokoknya puas"
"4611","Bagus, rapi & bersih"
"4612","Smg makin bertambah banyak lokasi nya"
"4613","Nyaman cepat gampang pokok nya bagus"
"4614","Bagus"
"4615","Mantap"
"4616","Memudahkann dan informatif"
"4617","ok 👌 👍👍"
"4618","?????? Pilih yg laen masih byk lebih murah"
"4619","mantap"
"4620","Good"
"4621","selalu ada"
"4622","Mantep"
"4623","Mantaaapppppppppppppppp"
"4624","Ok"
"4625","Eazy"
"4626","Biyasa"
"4627","Lebih mudah"
"4628","Oke"
"4629","senang"
"4630","Mantap"
"4631","Mntap"
"4632","Pelayanan memuaskan"
"4633","gbsa booking Property bermasalah kami terlunta"" dijalan"
"4634","Good"
"4635","Buruk aplikasinya !!!!! Sudah booking hotel tapi hotel tersebut sudah 4 hari tidak menerima tamu, kalau memang sdh tdk menerima tamu harusnya di kash tahu di aplikasi. Saya SUDAH MENUNGGU KEJELASAN DARI PIHAK RedDoorz untuk pengembalian dana tapi tdk ada kejelasannya. !!!!!!"
"4636","Cobalah pergunakan dg bijak"
"4637","Wow"
"4638","bagus"
"4639","Baru mau pake banyak komen buruknya ya kayaknya 😑😑"
"4640","Saya kecewa sama reedhorz, dulu bagus sering menggunakan karna sesuai keinginan, tp kemarin kecewa saya udah pesen jauh2 hari udah di tf pas hari H mau cek in gabisa sama pihak hotelnya padahal udah jauh2 datang ke hotel, otomatis jadi cencel dan uang tf pun ga dibalikin hangus, saya sangat kecewa s...Ulasan LengkapSaya kecewa sama reedhorz, dulu bagus sering menggunakan karna sesuai keinginan, tp kemarin kecewa saya udah pesen jauh2 hari udah di tf pas hari H mau cek in gabisa sama pihak hotelnya padahal udah jauh2 datang ke hotel, otomatis jadi cencel dan uang tf pun ga dibalikin hangus, saya sangat kecewa skrang sama reedhorz ga bertanggung jawab."
"4641","Bagus"
"4642","Lumayan memuaskan"
"4643","Mau ga mau"
"4644","Lumayan mudah untuk booking hotel"
"4645","Verifikasi nmr ngak bisa2...sampai berulang2 lwt sms jg ngak dapet2 kodenya"
"4646","Okeh"
"4647","Susah kalo buka aplikasinya. Mesti bbrp kali klik. Kayak yg berat, sering gagal Terus klo buka aplikasinya"
"4648","Bagus"
"4649","Top"
"4650","Bagus dan murah"
"4651","Mantap"
"4652","Nicee soo"
"4653","Mantap bro,promo nya banyak dan murah...ditambah bisa bayar di hotel tanpa cc keren...."
"4654","Simple"
"4655","Pelayanan baik, kualitas kamar bersih"
"4656","Cepat mudah murah dan nyaman selalu"
"4657","Ok"
"4658","Wow kreen"
"4659","sangat puas dg diskon2 nya"
"4660","NUSANTARA"
"4661","Pembatalan hotel secara tiba- tiba tanpa ada konfirmasi, dan di telp pihak reddoors tidak memberikan solusi . Pdhal sdh mau hr H. Harus pesan hotel lain pdhal harga sudah naik semua & penuh. Mohon untuk di perbaiki untuk tidak membatalkan begitu saja. Sangat merugikan customer . Trimakasih"
"4662","COMPLAIN Respon cs lama dan pengiriman notifikasi SMS, E mail bukti pembayaran,transaksi juga lama. Hari ini Pertama dan terakhir gua aplikasi ini."
"4663","Good looking"
"4664","Kenapa ya saya keluar terus dr aplikasi"
"4665","Nice"
"4666","Terbaik"
"4667","Mantap"
"4668","Ok"
"4669","Mantap. Namun harga terlalu cepat berubah"
"4670","Ok"
"4671","Mantap"
"4672","Good"
"4673","Cepat,,bs byt di hotel"
"4674","Ok"
"4675","Baik.. sangat membantu"
"4676","Harga murmer cuma air rada kurang kencang"
"4677","Mayan"
"4678","Joooss"
"4679","bagus"
"4680","Sangat memudahkan dan murah"
"4681","ok"
"4682","👍👍👍"
"4683","Rekomended"
"4684","Red door, red carpet, new look, low budget..."
"4685","Mantap"
"4686","pernah blajar di sma 1tembilahan riau pekan baru tinggal di kcamatan ccong tembilahan riau pekanbaru tempat tgl 9stber bln 8....1967 pekerjaan di wra suasta ribet bergabung tgl 8 bln 12 2018 pengalaman hobi ber teman siapa saja agama: islam / indonesia"
"4687","Bagus"
"4688","Good"
"4689","Setelah di updte aplikasi malah tidak bsa di gunakn"
"4690","Sangat puas"
"4691","Puas"
"4692","Ok"
"4693","Okok"
"4694","Up"
"4695","Bagus"
"4696","Sangat Puas"
"4697","Mantul"
"4698","sangat bagus,dan nyaman"
"4699","ok"
"4700","Proses cepat... Mudah dan efisien"
"4701","Oke kok"
"4702","Mantap"
"4703","Great"
"4704","Idiot app"
"4705","Ok"
"4706","Sangat membantu"
"4707","Sangat membantu dari segi biaya.."
"4708","Sangat membantu"
"4709","Lumayan, hanya saja belum bisa bayar di hotel, selalu minta verifikasi bukan robot. Akhirnya bayar via ATM"
"4710","Ok ..."
"4711","Pelayanan buruk. Saya pesen kamar yg mana yang di kasih yang mana"
"4712","Sanagat membantu"
"4713","👍👍👍"
"4714","Nyaman"
"4715","Murah bagus"
"4716","Harga diaplikasinya ga konsisten ya? Berubah2 gitu jadi ragu mau boking"
"4717","Nyaman..hemat"
"4718","Mantul"
"4719","Mantul"
"4720","Mudah cepat ada d tiap kota"
"4721","Penginapan yang ditawarkan fasilitas lengkap dan nyaman,"
"4722","Mantap"
"4723","Bagus aplikasi ini"
"4724","mantap"
"4725","Ok"
"4726","Mantaab"
"4727","God"
"4728","Kenapa saya selalu disuruh menunggu dan menunggu sampai saya cancel. Bookingan saya"
"4729","Good"
"4730","Oke"
"4731","Mantap berkualitas tapi low budget"
"4732","Transaki gagal tapi suruh bayar dengan alasan ga bisa pembatalan transaksi anjing"
"4733","Sangat membantu untuk mencari penginapan yang terjangkau"
"4734","Mantab , murah dan bisa bayar d hotell"
"4735","wew"
"4736","Pake ktp ya?"
"4737","Awaww"
"4738","Sangat bagus"
"4739","Cepat dan mudah"
"4740","kalau bisa kasih wilyah tangerang selatan yang di deket rawa buntu dong taw taman kota 2"
"4741","Ok mudah dan memuaskan semua pihak"
"4742","Sangat membantu"
"4743","Good"
"4744","Nice service"
"4745","Cepat dan puas"
"4746","Memuaskan"
"4747","Oke mantap"
"4748","sangat super membantu, kamar dan hotel dengan harga terjangkau"
"4749","Mantap"
"4750","Respon cepat.."
"4751","Manatap jos"
"4752","Mantap"
"4753","Jos"
"4754","Sipp.. sesuai booking an"
"4755","Cepat.. Mantap.."
"4756","Mantul buat booking"
"4757","Keren"
"4758","Okee"
"4759","Ok"
"4760","trims"
"4761","Memuaskan"
"4762","Digunakan dng harga kompromi dan cepat tepat murah harga terjangkau"
"4763","Mantap"
"4764","Layanan cepat dan murah and disconnya lumayan....."
"4765","Kaya kampang"
"4766","Kemudahan dan kejelasan dalam iklan properti serta harga bersaing"
"4767","RedDoorz homestay Nagoya hills batam sangat memuaskan dgn harga yg kompetitif melayani dgn ramah dan kenyamanan menginap sangat memuaskan. anak2 jadi betah dan suka hingga beberapa kali continnue booking. aplikasi sangat membantu dan memudahkan dlm bertransaksi. terima kasih RedDoorz semoga sukses k...Ulasan LengkapRedDoorz homestay Nagoya hills batam sangat memuaskan dgn harga yg kompetitif melayani dgn ramah dan kenyamanan menginap sangat memuaskan. anak2 jadi betah dan suka hingga beberapa kali continnue booking. aplikasi sangat membantu dan memudahkan dlm bertransaksi. terima kasih RedDoorz semoga sukses ke depannya dgn harga yg kompetitif dan banyak lagi rewards nya 😍😍"
"4768","Saya sangat puas dengan pelayanan ini..."
"4769","Tidak bisa expand langsung"
"4770","Nice"
"4771","Keren"
"4772","Baik"
"4773","Keren jg sih"
"4774","Jos"
"4775","Mantap"
"4776","Pelayanan sangat luar biasa"
"4777","Ok"
"4778","Good"
"4779","Baik"
"4780","Pelayanan bagus"
"4781","Mantaaaapp puas sekaliiii nginap di palembang reedDorz near icon 2 👍"
"4782","Ok"
"4783","Siip okkkkkkkkk"
"4784","Nc"
"4785","Good apps...."
"4786","Dapat di andalakan"
"4787","Bagus"
"4788","Good"
"4789","Sangat memuaskan"
"4790","Sangat membantu wkwk"
"4791","Good"
"4792","Gampang bookingnya. Murah biayanya"
"4793","Pelayanan okke harga ramah dikantong"
"4794","Beberapa kota kecil masih blm ada, mudah2an kedepannya makin luas coveran reddoorznya 👍👍"
"4795","Jj"
"4796","Mntap"
"4797","Ok"
"4798","Sangat membantu mencari hotel. Good aplikasi."
"4799","怕把2练8"
"4800","sangat puas"
"4801","Ok"
"4802","Puas"
"4803","Sangat memuaskan"
"4804","bagus"
"4805","Liburan jadi seru karena ada reddoorz.."
"4806","Ok"
"4807","Sangat bagus"
"4808","Cukup"
"4809","Sangat mudah dan memuaskan, pelayananya sangat baik"
"4810","Nice"
"4811","pelayanan bagus"
"4812","Asu"
"4813","Baik"
"4814","Puaaaassssss bangettttttttt"
"4815","Bagus"
"4816","Ntapz"
"4817","Mantap"
"4818","Good service mas sony cs see u next trip"
"4819","3 dlu bintangx yq"
"4820","Ok"
"4821","Ok"
"4822","Cepat"
"4823","Mudah booking, perbanyak hotel lagi ya.."
"4824","Rumah"
"4825","Lumayan baik"
"4826","Sholat adalah tiang agama"
"4827","lagu rohani"
"4828","membantu menemukan hotel yg murah di luar kota"
"4829","Bagus"
"4830","Semoga sukses"
"4831","Apk yg sangat membantu...udah murah kamarnya juga bagus2... I like it 👏👏"
"4832","Useful banget buat travelers, apalagi selalu dapat potongan harga 25% dengan kode promo REDDOORZKU yang bisa digunakan berkali-kali sepuasnya diRedDoorz manapun. Terima kasih RedDoorz"
"4833","Mantap trimakasih reedorz"
"4834","memuaskan"
"4835","Aplikasi yang sangat membantu, 👍👍👍👍"
"4836","Sangat membantu"
"4837","Sangat mudah dan nyaman"
"4838","Aplikasi bagus"
"4839","Mantap, ui bagus mudah digunakan, pelayanan bagus, makasih"
"4840","Mantap"
"4841","♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️👍👍👍👍👍👍"
"4842","Anjella. Osem"
"4843","Saya kecewa sma reddoorz,slma ini bagus sekali tp untuk kali ini sngat kecewaa!! Saya sudah pesan dan bayarr lewat isakuu tp pas dibukaa keterangan ny blm dibayar dn dipending.cs di chat dan di email gak dibalesss dan alhasil uang sya hangusss.sangat tidak bertanggung jawabb!!!!"
"4844","Sangat membantu"
"4845","Di tipu"
"4846","👍👍👍👍👍👍👍👍👍👍"
"4847","aplikasi banyak bug"
"4848","Ok"
"4849","Great"
"4850","Lebih mudah"
"4851","Ok"
"4852","Good"
"4853","Mantabb"
"4854","Nyaman aman"
"4855","Keren"
"4856","Bagus"
"4857","Karyawan sangat ramah , dan sangat bersih , fasiilitas memuaskan 👍👍👍👍👍"
"4858","good"
"4859","Luuemot padahal sinyal bagus"
"4860","Top"
"4861","Mantap"
"4862","Karyawan nya ramah semua"
"4863","mantap promo nya,, klo Fasilitas nya keren di tambah lagi bintang nya.."
"4864","👍"
"4865","Pemesanan mudah dan cepat. Dalam hitungan menit sudah bisa dapat hotel yang sesuai dengan keinginan. Pilihan hotel banyak."
"4866","Recommended aja deh gan"
"4867","Ko apl reddoorz saya kalo di buka selalu ketutup sendiri knapa yah tolong infonya"
"4868","Mantab"
"4869","Sangat membantu"
"4870","Lebih efektif, efisien dan mudah penggunaannya"
"4871","Pelayanannya mantapzzz ."
"4872","mozalaki"
"4873","Nice price"
"4874","Mudah cara pesannya & flexible cara bayarnya. Ada bantuan life chat juga. Saya sangat terbantu."
"4875","Baik"
"4876","Mantull om"
"4877","Bagus"
"4878","Mntap"
"4879","Kecewa, sudah booking jauh"" hari, diberi opsi mau bayar dihotel atau langsung tapi tiba"" di email dan di CANCEL sepihak !! KAPOK YA."
"4880","Proses cepat dan banyak pilihan dengan pasilitas yg memadai dan tidak menguras kantong"
"4881","Great 👍👍👍👍"
"4882","bagus, bersih, nyaman"
"4883","Sangat membantu"
"4884","Nice"
"4885","Okeeehhhhhh"
"4886","Ingin refund dana aja sulit nya minta ampun padahal sudah di bayar lewat m-banking tapi bokingan saya tidak di konfirmasi sampai batas waktu 1 jam untuk melakukan pembayaran sudah habis aplikasi apa ini sungguh menyusahkan customers"
"4887","Sudah booking tapi kok harga di aplikasi sama resepsionis nya beda. Sempat debat. Akhir saya cancel.. reddoorz yang bener kalau masang harga. Sudah ditunjukkan bukti ke resepsionis malah ngamuk ngamuk"
"4888","Mantap"
"4889","Good"
"4890","Booking hotel lebih mudah dan cepat Dijamin Harga mantap"
"4891","Pelayanan cepat"
"4892","Mana si kode nya? Buru"" ini ni"
"4893","Nyaman & aman"
"4894","Sangat memuaskann kamar bersih apa lagi di lantai 3 kmr mandinya bersih AC dinggin tv bagus"
"4895","Tanggal 13.10.2019 saya kemalaman diBandung.dalam perjalanan dr sukabumi bandung sy minta tlg saudara sepupu booking RedDoorz sekitaran Pasteur .tdk membutuhkan waktu lama sy dpt kamar yg di maksud gak jauh dari Shuttle Bus Bhineka .thanks"
"4896","Ok punya"
"4897","Karna ini lumayan Bagus dan keren udh itu doang komen saya"
"4898","Good"
"4899","Ko tidak semua hotel bisa cek in lebih awal ? Knp ?"
"4900","Bagus"
"4901","Sangat puas dengan pelayanannya juga pasilitasnya"
"4902","Mantabbb"
"4903","Good"
"4904","Mantap"
"4905","Baik"
"4906","Sangat bgs"
"4907","Good"
"4908","oke"
"4909","Parahh parah. Udah boking trus tfr duitnya malah gk terkonfirmasi kamarnya pending dan sampe limit waktu boking habis. Sudah di telfon cs sampe abis pulsa mulut koar2 disuruh kirim bukti tf masih saja gk ada perubahan. Di live cht di minta lgi bukti tfr cuma di liat doang gk di apa apain parahh. Klo...Ulasan LengkapParahh parah. Udah boking trus tfr duitnya malah gk terkonfirmasi kamarnya pending dan sampe limit waktu boking habis. Sudah di telfon cs sampe abis pulsa mulut koar2 disuruh kirim bukti tf masih saja gk ada perubahan. Di live cht di minta lgi bukti tfr cuma di liat doang gk di apa apain parahh. Klo ada bintang nol dikasih nol aja!!"
"4910","Belum, nanti aja"
"4911","Mantap"
"4912","❤"
"4913","Gk bisa daftar kenapa yaa ?"
"4914","Oke. Recimended."
"4915","Saya baru mau gunakan ini aplikasi, tapi lihat komentar sampai segitunya, saya jadi takut sudah boking pas kesana ga dapat ruangan, atau lain2 parno langsung, ada saran kah teman2 neti yg sudah kesana? Kasih 3 bintang dulu saya mau coba dalam kota saya sendiri biar tau bagaimana sebelum mencoba di k...Ulasan LengkapSaya baru mau gunakan ini aplikasi, tapi lihat komentar sampai segitunya, saya jadi takut sudah boking pas kesana ga dapat ruangan, atau lain2 parno langsung, ada saran kah teman2 neti yg sudah kesana? Kasih 3 bintang dulu saya mau coba dalam kota saya sendiri biar tau bagaimana sebelum mencoba di kota lain"
"4916","👍👍"
"4917","Bagus"
"4918","RedDoorz"
"4919","Yss"
"4920","Ok"
"4921","Bagus banget"
"4922","Bagus"
"4923","Top"
"4924","Baru coba"
"4925","Good"
"4926","Oke bagus"
"4927","Bagus bisa ngewe tiap hari"
"4928","Good"
"4929","Rekom banget nih buat treveling"
"4930","So far semua detail,sehingga memudahkan pengguna aplikasi"
"4931","Mantap"
"4932","Sangat membantu !!!"
"4933","Baik"
"4934","good easy n useful"
"4935","Mempermudah pekerjaan untuk membooking atau bertransaksi"
"4936","I like"
"4937","Puas"
"4938","Ok sihh"
"4939","Mudah nya"
"4940","Pooolllll"
"4941","Sangat puas dan nyaman sekali, tempatnya bersih dan tenang. Dan harga terjangkau dan memuaskan untuk pelayanan nya."
"4942","Nginap di RedDoors sangat puas dan tdk pernah mengecewakan... .. Hotel bersih, pelayanan ok dan yang pasti murah tp tdk murahan.... Thanks Reddoorz"
"4943","Cepat dan mudah"
"4944","Good"
"4945","Puas"
"4946","Mantab"
"4947","membantu dalam menyediakan penginapan yang nyaman dan murah"
"4948","Mantap"
"4949","Bagus sekali"
"4950","Mantulll"
"4951","Mantuuuul"
"4952","hotel bintang satu"
"4953","Sangat baik"
"4954","mantap buat ngewe"
"4955","Ok"
"4956","Murah, nyaman dan gak ribet. Tp lebih bagus lg klo ada fitur bayar di hotel."
"4957","Bagus"
"4958","Bagus"
"4959","sangat membantu"
