"","x"
"2490","Good aplikasi"
"2491","memuaskan"
"2492","Ok"
"2493","Susah login,"
"2494","Semoga tempat yg diberikan nanti bagus.."
"2495","Aplikasi buruk. Pesan kamar premium, dikasih 2 bed yang disambung. Not recomended. Jangan instal."
"2496","Semoga lebih baik lagi"
"2497","Oke sangat membantu sekali udh 2 kali pesan pake reddoorz ga ada hal yg mengecewakan sejauh ini"
"2498","Mudah n ga ribet"
"2499","Aplikasi gak stabil"
"2500","Murah.terjangkau dan jadi rekomendasi.."
"2501","Good infirmasi"
"2502","Pesan kamar di red doorz cibogo bawah yg kedua kali,pesan lihat gambar kamarnya diaplikasi.pas check in resepsionisnya tidak ada ditempat dan sempat menunggu,ketika masuk kamar ternyata tidak sesuai dengan di aplikasi.ketika menanyakan ke resepsiaonis mendapatkan jawaban yg tidak ramah dan saya suru...Ulasan LengkapPesan kamar di red doorz cibogo bawah yg kedua kali,pesan lihat gambar kamarnya diaplikasi.pas check in resepsionisnya tidak ada ditempat dan sempat menunggu,ketika masuk kamar ternyata tidak sesuai dengan di aplikasi.ketika menanyakan ke resepsiaonis mendapatkan jawaban yg tidak ramah dan saya suruh hub call center red doorz.ketika saya hub cs red doorz tidak tersambung2 resepsionis dengan tidak ramah menyuruh saya cek pulsa hp saya sedangkan saya memakai hallo.sangat tidak memuaskan pelanggan."
"2503","Aplikasi sangat lemot,,lebih baik aplikasi hotel sebelah..*y*......."
"2504","Good"
"2505","Bagus"
"2506","Cepat.."
"2507","Mantap"
"2508","parah di update ko malah gk bisa di buka aplikas i nya😥"
"2509","Tolong Bisa ada yang bantu jawab, apakah saldo redcash untuk pengguna baru yg sejumlah 150000 itu bisa digunakan untuk transaksi pemesanan hotel? Misal, harga sewa hotel per malam adalah 120000, apakah saldo tersebut bs digunakan untuk membayarnya? -terimakasih"
"2510","Aplikasi gak jelas lola!!!"
"2511","Cekin jam 1 malam, status kamar ready, pas kelokasi udh penuh. Kabarin CS jawab ngga sesuai data. Ngga jls! Udh kaya gini duit ngga balik. Masa nunggu besok, gila aja, cekinnya bokingnya jam 1 malam. Kelokasi malah penuh, aneh. Ngga ada tanggung jawabnya, CS kurang lrofesional dan tidak mau bertangg...Ulasan LengkapCekin jam 1 malam, status kamar ready, pas kelokasi udh penuh. Kabarin CS jawab ngga sesuai data. Ngga jls! Udh kaya gini duit ngga balik. Masa nunggu besok, gila aja, cekinnya bokingnya jam 1 malam. Kelokasi malah penuh, aneh. Ngga ada tanggung jawabnya, CS kurang lrofesional dan tidak mau bertanggumg jawab"
"2512","Tolong perbaiki masalah saat ingin sin in selalu gagal ""terjadi kesalah tidak terduga"""
"2513","Mantap dah...."
"2514","Hemat tapi berkualitas"
"2515","Kasih diakon lebih murah lagi hehe"
"2516","nice!!!"
"2517","Simple dan mudah digunakan"
"2518","Buruk banget pelayanannya, saya terjadi double payment dsuruh nunggu 14 hari dan sudah 15 hari lebih dana saya tidak kembali, kecewa banget"
"2519","Bisa dicoba ketika nanti traveling."
"2520","Mantap"
"2521","Mantapo"
"2522","Ok"
"2523","Yg penting happy"
"2524","Mantaop"
"2525","Siiip dan mudah di akses"
"2526","Nice"
"2527","Hotel hemat berkelas"
"2528","pengembalian dana refund sangat lama,saya sudah menunggu 16 hari tapi belum kembali juga"
"2529","maaf mau nanya, bisa tdak chekin diatas jam 12 malem? untuk istirahat perjalan"
"2530","Very Good"
"2531","Cool .."
"2532","Mantap dan praktis"
"2533","Oke"
"2534","Sangat membantu untuk yang sering melakukan aktivitas perjalanan, mantap..."
"2535","Puas"
"2536","Bagus"
"2537","Bagus kali"
"2538","Kurang lbh udh 6bln download aplikasi ini dri aplikasi nya blm ada iklan di tv smpai skrng aman2 aja, kenapa ulasan orang2 jelek ya hahahaa, dan pernah booking 1bln sblm cekin pas liburan ke Jogja jga aman2 aja tanpa kendala, lbih murah di banding aplikasi yg lain cumaan ada beberapa hotel yg fasili...Ulasan LengkapKurang lbh udh 6bln download aplikasi ini dri aplikasi nya blm ada iklan di tv smpai skrng aman2 aja, kenapa ulasan orang2 jelek ya hahahaa, dan pernah booking 1bln sblm cekin pas liburan ke Jogja jga aman2 aja tanpa kendala, lbih murah di banding aplikasi yg lain cumaan ada beberapa hotel yg fasilitas nya kurang, cumaan pinter2 kita aja pilih hotel sblm pesan, oh ya pesan reddoorz pembayaran bsa menggunakan kredivo jadi bsa utang dlu wkwkwq"
"2539","aman puas dan recomend"
"2540","Bagus Banget"
"2541","Nyaman bgt sih"
"2542","Sangat sangat"
"2543","Top"
"2544","Mudah dan cepat"
"2545","Sangat membantu"
"2546","Bagus"
"2547","Good job"
"2548","Ok"
"2549","Bagus"
"2550","Chucok"
"2551","Mantap"
"2552","Bagus"
"2553","Bagus"
"2554","Makin mahal harga nyaa uh"
"2555","Keren banget,,,karyawannya ramah2 kamarnya nyaman bersih,,, TOP BGT degh"
"2556","Ok"
"2557","Baik"
"2558","Seru"
"2559","Hebat"
"2560","Good"
"2561","Istimewa"
"2562","Good job"
"2563","Baru download aplikasi, alhamdulilah dpt hotel yg nyaman...bersih dan mewah."
"2564","RedDoorz memang solusi buat kita semua...sdh bersih,prabotan lengkap pkknya Mantap.. Klw boleh lebih ditingkatkan lagi promo dan discondnya y... 😁😁jaya trus...thanks RedDoorz🙏🙏🙏"
"2565","Bersih dan aman"
"2566","Mantap"
"2567","Sangat recomend"
"2568","Sangat membantu"
"2569","Mantap"
"2570","RedDoorz Cibogo by hotel Andalus : Bagus. Keren.. puas. Pakai kode promo,diskonnya ngga tanggung2. karyawan RedDoorz nya sendiri ramah banget. RedDoorz Cisarua by Hotel permata alam : Kamarnya sih lumayan bagus, Ac dingin bangett. Ada kolam renang. tp pelayanan karyawannya kurang, air panas/hangat t...Ulasan LengkapRedDoorz Cibogo by hotel Andalus : Bagus. Keren.. puas. Pakai kode promo,diskonnya ngga tanggung2. karyawan RedDoorz nya sendiri ramah banget. RedDoorz Cisarua by Hotel permata alam : Kamarnya sih lumayan bagus, Ac dingin bangett. Ada kolam renang. tp pelayanan karyawannya kurang, air panas/hangat tdk bisa, kasihan anak2 kedinginan banget mau mandi, kamar sedikit berbebu, shampo dan sabun kosong, kunci kamar ngedoll tdk bs di kunci. !!"
"2571","Ok"
"2572","Cepat murah"
"2573","Sangat bermanfaat"
"2574","mau ferivikasi nomer tlfn aja lama banget :("
"2575","bagus bisa pay it hotel"
"2576","Konfirm pembayarannya lama"
"2577","Bintang yg bicara"
"2578","Servisnya sangat bagus"
"2579","👍"
"2580","Bersih nyaman murah"
"2581","Ok"
"2582","APLIKASI GAJELAS TENGAH MALEM CEK IN, UANG UDAH TF KETERANGAN DARI BANK MASUK BAHKAN DOUBLE 2 KALI. DI APPS PENDING GABISA CEK IN. CUSTOMER SERVICE DOTELFON GK DI ANGKAT-ANGKAT BERKALI KALI. BIKIN SUSAH"
"2583","Shap"
"2584","Mantap"
"2585","Good"
"2586","Gambar kamar real,alias gak tipu2"
"2587","Murah pisan Brayyyy aseli"
"2588","Good"
"2589","Fake"
"2590","Mantap"
"2591","Sangat membantu"
"2592","Ok"
"2593","Bagus"
"2594","Okee"
"2595","Bagus loh"
"2596","Mantappppp"
"2597","good..."
"2598","Good"
"2599","Lama pada saat loading awal"
"2600","Jelek"
"2601","Hotelnya bagus"
"2602","Good... Harganya sesuai dgn kantong"
"2603","Bagus"
"2604","Berat banget dibukanya"
"2605","Sangat puas,,, hotel murah tp fasilitas tdk murahan,,, mantappppp sukses selalu buat reddoorz 🙏"
"2606","Puass"
"2607","Mantap. Booking hotel tak lagi mahal"
"2608","Praktis dan efesien...🙏"
"2609","Sip sip hotelnya"
"2610","Mantap.. thanks reddoorz"
"2611","Mantap"
"2612","Mntap"
"2613","Bagus"
"2614","Worth it"
"2615","Sangat membantu"
"2616","Puas"
"2617","bagus bgt"
"2618","Gk bisa di instal cuk"
"2619","Mudah, namun ada beberapa yang membingungkan"
"2620","Pesan hotel jadi lebih mudah, namun masih kurang di sistem pembayaran"
"2621","Suka dengan aplikaai reddoors mempermudah utuk cr hotel"
"2622","We anjir kntllllllll!!!!!!!!!!!!!!!!!!¡!!!!!!!"
"2623","Josss"
"2624","pelayananannya bagus"
"2625","Mantap"
"2626","Kecewa karena pendaftaran redclub secara otomatis tanpa ada konfirmasi dahulu."
"2627","Baru mau coba. Tp dr awal kyknya udah bagus dr app yg lain."
"2628","Anjing nih,gw kan mau ikutan redclub trus gw pencet 2 kali karna gw kirain yg awal gagal karna ada pemberitahuan tapi ternyata 22nya berhasil dan saldo gw sampe kekuras 300 gimana itu? Udah komplain malah ga ada tanggapan"
"2629","Good"
"2630","Bagus"
"2631","Gampang dan cepat nyaman"
"2632","Mengecewakan... Uang refund sudah lebih dari satu bulan tidak di kembalikan, sudah komplain 3 kali hasilnya janji palsu.. Hanya di ulur ulur terus kebanyakan alasan"
"2633","Memuaskan"
"2634","Harga terjangkau nyaman"
"2635","emang sih murah tapi terkait refund diaturannya maks 14 hari kerja tp saya udah nunggu 17hari blm juga di refund,udah kaya pengemis bgt padahal itu hak saya.gakonsisten dalam aturan."
"2636","Puas banged"
"2637","Mantap betul nih aplikasnya"
"2638","Mau pake kok ulasannya bntang 1 semua.. Jd ragu2 mo pake app ini.."
"2639","Reddoorz terbaek pokok nya. gx nyesal dech,ac kencang ruangan bersih sudah tersedia seprangkat alat mandi.the best pokoknya."
"2640","Good"
"2641","Bagus"
"2642","Mantap"
"2643","Mempermudah ya"
"2644","Sangat baik"
"2645","Sangat membantu"
"2646","Good"
"2647","Pelayanannya baik, ramah"
"2648","Bagus"
"2649","Menarik"
"2650","Mantap, murah , bersih"
"2651","💌💌💌💌💌💌"
"2652","Mantap"
"2653","Okee"
"2654","Solusi buat traveler yang minim budget tapi kualitas oke"
"2655","Tolong kasih tau ke pehak hotel Krna sering sy jumpai pas masuk kamr Spreinya bekas pakai kotor sarung bantalnya juga apalagi selimut..kotor semua.kelihatan banget habis pakai tamu sebelumnya sekedar di rapikan dn tidak di ganti.lebih parah lagi ada rambuut d sprei rambut perempuan . Kdg Ac juga g d...Ulasan LengkapTolong kasih tau ke pehak hotel Krna sering sy jumpai pas masuk kamr Spreinya bekas pakai kotor sarung bantalnya juga apalagi selimut..kotor semua.kelihatan banget habis pakai tamu sebelumnya sekedar di rapikan dn tidak di ganti.lebih parah lagi ada rambuut d sprei rambut perempuan . Kdg Ac juga g dingin. Di tambh lagi kadang kamr tidak sesuai dg yg d pesan"
"2656","Muantap pokoe..."
"2657","Ok"
"2658","Mantaf"
"2659","Ok"
"2660","Good"
"2661","Mantap"
"2662","bagus"
"2663","aplikasi ini hanya untuk kota kota besar dan tempat pariwisata yg terkenal sangat tidak sesuai iklan di tv sbg contoh kota sampit kalteng...tidak ada padahal airy,traveloka yang notabene hotel berbintang masuk di kota ini jangan ngandelin aplikasi ini apabila traveling di tempat yg belum pernah diku...Ulasan Lengkapaplikasi ini hanya untuk kota kota besar dan tempat pariwisata yg terkenal sangat tidak sesuai iklan di tv sbg contoh kota sampit kalteng...tidak ada padahal airy,traveloka yang notabene hotel berbintang masuk di kota ini jangan ngandelin aplikasi ini apabila traveling di tempat yg belum pernah dikunjungi...silahkan download dan buktikan !!! kl gak percaya"
"2664","Keren"
"2665","sangatpuas, karna harga sm kualitasny bner² g ngcwaiin heh"
"2666","Rapih cuma wifi aja error Kedepannya lebih baik lagi"
"2667","Mencoba dulu"
"2668","Okelah"
"2669","Murah meriah"
"2670","👍🏻"
"2671","Good apps"
"2672","Selama ini puas...tetap pertahankan ya"
"2673","Keren"
"2674","Pelayanan yg memuaskan"
"2675","Good 💯"
"2676","Top deh"
"2677","Ok"
"2678","Bagus"
"2679","Lebih murah dan nyaman"
"2680","👍👍👍"
"2681","Mantap.."
"2682","Sangat baik"
"2683","Mudah mengoperasikannya"
"2684","Aplikasi yang memudahkan backpacker mencari hotel dan menikmati istirahatnya dengan nyaman"
"2685","Ok"
"2686","Good"
"2687","Good job👍"
"2688","Keren"
"2689","Sangat membantu"
"2690","Bajingan ki asu uankku gak di kembaliin dan gak bisa nginep hotel,aq sumpahin apk ini akan terkutuk"
"2691","Untuk pembayatan mudah"
"2692","Good"
"2693","3 dulu nanti kl sdh selesai nginap br review ulang"
"2694","Gw lupa bw dompet untuk tunjuk ID gw tp front resepsionis ngebantu bgttt.thx"
"2695","Sangat puas dengan pelayanan. Cepat dan tidak bertele2. Bersih, ruangan yg disediakan sangat baik. Rekomendasi buat yg ingin penginapan dgn budget murah dan bukan murahan. Terbaik"
"2696","Baru nyoba booking.. kalo memuaskan tempatnya, bintangnya di tambah ya..."
"2697","Sangat memuaskan"
"2698","Apk sangat mudah digunakan, sangat jelas. Tapi beberapa kota wisata yang sedang saya perlukan belum diwilayah RedDoorz.. tolong diperbanyak lagi jaringan nya. Kalau bisa sampai mancanegara. Kota wisata yang sedang saya cari di RedDoorz yaitu Malang, Batu, Banyuwangi, Madura. Segera diperluas, agar b...Ulasan LengkapApk sangat mudah digunakan, sangat jelas. Tapi beberapa kota wisata yang sedang saya perlukan belum diwilayah RedDoorz.. tolong diperbanyak lagi jaringan nya. Kalau bisa sampai mancanegara. Kota wisata yang sedang saya cari di RedDoorz yaitu Malang, Batu, Banyuwangi, Madura. Segera diperluas, agar bisa menjadi lebih besar, dan semakin dikenal. Terimakasih RedDoorz. (ini ulasan lama ketika bintang 3 di tahun 2017 lalu) Sekarang sudah banyak lumayan lahh, oke saya kasih bintang 4 dulu."
"2699","Bagus"
"2700","Ok"
"2701","Mantap! Booking hotel segala kondisi!"
"2702","Okk"
"2703","Keren"
"2704","Sangat membantu dalam mencari tempat istirahat yang nyaman, harga & promonya juga bagus"
"2705","Mantaaap"
"2706","Error"
"2707","good"
"2708","jempol"
"2709","Ok"
"2710","Good"
"2711","Kenapa ga bisa bayar di hotel lgi"
"2712","RedDoorz ,kenapa untuk pay at hotel sekarang sudah tidak ada,padahal itu alasan saya bakal memakai jasa RedDoorz terus"
"2713","Mantap"
"2714","Saya sangat menyukai ketentuan bayar di hotel, dgn batasan waktu pemesanan."
"2715","good"
"2716","Mantaaap"
"2717","mamtap"
"2718","Sangan kecewa dengan pelayananya,seakan akan mempermainkan costumernya sendiri,sangan kecewa"
"2719","Mantap"
"2720","Siip"
"2721","Keren"
"2722","Puas"
"2723","Nyaman"
"2724","👍"
"2725","Murah mudah"
"2726","Mantap"
"2727","Fast respon"
"2728","👌👍"
"2729","Sangat bagus"
"2730","Saya menginap di dprima hotel wtc mangga dua...biaya parkir berbayar...di agoda free breakfast tapi di hotel gak dapat.... Kerjasama kalian kurang cakep... Benar benar menyesal saya memesan di aplikasi ini"
"2731","Bagus hotelnya"
"2732","Sip lah"
"2733","Mudah Banget Pesannya"
"2734","Mantaaap bgt....cepat tanggap bgt... gooaaal deh"
"2735","Mantap"
"2736","Mantappp"
"2737","Respons server cepat dan tepat"
"2738","Good"
"2739","Kenapa hanya load di pilih bahasa"
"2740","Membantu sekali dan banyak discount"
"2741","Good quality"
"2742","Mudah"
"2743","Pembayaran mudah"
"2744","Good Luck"
"2745","Nyaman, jauh dari bising lalu lintas"
"2746",".baik sekali tp jagan rumit"" aplikasinya"
"2747","nais"
"2748","Mudah banget suka..pasti sering booking di reddoorz deh"
"2749","Mantaap"
"2750","Mantul"
"2751","Bagus murah tapu ac kurang dingin"
"2752","Ssssttt cara seruu nginep bareng doi"
"2753","Mantap, harga terjangkau, fasilitas maantapp. Terima kasih reddoorz."
"2754","Ok"
"2755","Tempanya nyaman & bersih.. Trimksh pelayanan nya ramah .."
"2756","Good"
"2757","Good"
"2758","I like so much"
"2759","Keren"
"2760","ok"
"2761","Awsome"
"2762","Mantuuullll pokonya serba cepat puas bangeetttt"
"2763","sangat nyaman tempatnya"
"2764","Mantap reddoors"
"2765","Lain kali tolong utamakan wanita hamil. kamar kosong sedari awal tp tdk boleh cek in. Sebelum jamnya. Katanya kena charge. Pdhl hanya kurang setengah jam. Cs selalu menghindar. Pura2 tuli klo di tlp. Tv rusak. Bad service sekali. Kapok saya ajak istri disini. Not Recommemded."
"2766","Nice"
"2767","👍..."
"2768","Hotel murah bnyk diskon"
"2769","Kamar nya nyaman cuma 1 yang gak lengap tidak ada tv cable"
"2770","RedDoorz tidak benar, karena pengembalian dana saya perihal pembatalan pemesanan penginapan sampai sekarang tidak terealisasi, dijanjikan 14 hari kerja untuk pengembalian dana , namun sudah lebih dari 14 hari kerja tidak ada informasi lanjutannya, malahan bukti percakapan saya, yang disitu tertera d...Ulasan LengkapRedDoorz tidak benar, karena pengembalian dana saya perihal pembatalan pemesanan penginapan sampai sekarang tidak terealisasi, dijanjikan 14 hari kerja untuk pengembalian dana , namun sudah lebih dari 14 hari kerja tidak ada informasi lanjutannya, malahan bukti percakapan saya, yang disitu tertera dari pihak reddorz ada pernyataan mengenai pengembalian dana itu setelah 14 hari kerja, riwayat nya pun dihapus dari aplikasi"
"2771","ga bisa nginep bareng pacar ya 😂"
"2772","Ok Mayan, buat BP"
"2773","Y bagus Swkali"
"2774","Lebih cepat dan lebih praktis saat booking dan pembayaran"
"2775","Agar lebih memperhatikan property nya, Terutama di bangunan""/hotel tua, terkadang beberapa wallpaper terkelupas, dan toilet agak jorok,"
"2776","Bagus"
"2777","Ok"
"2778","Mantap"
"2779","Mantap..."
"2780","Bagus"
"2781","Bagus"
"2782","Mantul"
"2783","Cari hotel mendadak..gampang skalee"
"2784","Manraaap"
"2785","Baru pertama pakai app ini...smoga kedepannya lebih baik 👍"
"2786","Jos"
"2787","Transaksi pembayaran mudah"
"2788","Hati-hati ya buat yg mau pesan hotel di RedDoorz, pengalaman saya pernah pesan hotel, sudah selesaikan administrasi via transfer ATM, langsung ke alamat hotel yg tertera di aplikasi nya, sampai tempat ternyata Hotelnya gak ada, dan saya langsung hubungi pihak RedDoorz nya malah gak di respon. Sunggu...Ulasan LengkapHati-hati ya buat yg mau pesan hotel di RedDoorz, pengalaman saya pernah pesan hotel, sudah selesaikan administrasi via transfer ATM, langsung ke alamat hotel yg tertera di aplikasi nya, sampai tempat ternyata Hotelnya gak ada, dan saya langsung hubungi pihak RedDoorz nya malah gak di respon. Sungguh TIDAK BERTANGGUNG JAWAB....!!!!"
"2789","Murah"
"2790","Terbaik sesuai dgn keinginan pelang"
"2791","Puas"
"2792","Keren ...RedDoorz tetap di hati"
"2793","Puassss"
"2794","Mantep dah banyak promonya"
"2795","ga bakal nyesel rekomend banget"
"2796","Trima kasih atas konfirnya"
"2797","Yeshiva😂😂😂😂😂😂😂"
"2798","kasmiruddIn"
"2799","Good job,..."
"2800","Tidak mengecewakan, Mantaaaaps dan pertahankan!!"
"2801","Ok juga nih"
"2802","Mantap"
"2803","Best 😊😊😊😊😊😊😊😊"
"2804","Cukup ok gampang digunakan, tapi kenapa red cash bisa terpakai, padahal transaksi belum berhasil, tolong bisa dikoreksi."
"2805","Sekarang reedDoorz tamba keren,,sangat terasa kesan pelayanannya good jobb,👍👍"
"2806","Respon cepat karyawan, ramah dan bersahabat"
"2807","Memuaskan"
"2808","Aplikasi teribet ,pake segala deposit dll banyak aturan nya ,di setiap hotel seperti biasa gak kaya gini udh mah kamar nya kecil2 nyamuk banyak gak privasi payah banget"
"2809","Guddddd"
"2810","Sangaf membantu mendapatkan penginapan berkualitas dengan harga terjangkau"
"2811","Respon cepat"
"2812","Ok"
"2813","Good"
"2814","Nyaman dan murah"
"2815","Fasilitas bagus"
"2816","Oke"
"2817","Kamar nya nyaman cuma harus ditingkatin lg biar di sediain handuk mandi"
"2818","Menyenangkan temoat bersih dan rapi"
"2819","Nyaman enak parkir juga nyaman"
"2820","Top"
"2821","Ddd"
"2822","Ok ajalah"
"2823","Baru sekali pesan enggak bikin ribet...sebagai saran saja tampilkam nomer telpon tempat atau hotel yg kita booking"
"2824","Tadinya mau instal, tapi baca ulasan orang2, kayanya pada kecewa, gak jadi deh, mending yang pasti, traveloka 😁"
"2825","Puas"
"2826","Keren"
"2827","puad kali"
"2828","Reddoorz..... Nyaman... Aman.... Mantap"
"2829","Mantan"
"2830","CS nya slow respon banget."
"2831","👍👍"
"2832","Kenapa transaksi yg sudah saya lunasi.. Tidak muncul di dalam aplikasi pemesanan saya.. Live chat tdk bisa.. Email tdk d balas.."
"2833","Sangat membantu"
"2834","Mantyl banget dah"
"2835","Sangat sangat memuaskan"
"2836","Good"
"2837","Mantap"
"2838","Sangat mudah"
"2839","Jangan booking online via transfer hati hati pengalaman saya sudah transfer dan konfirmasi kode booking tapi pada waktunya chekin ditolak pihak hotel alasanya tidak ada kerjasama dgn pihak red doorz padahal jelas jelas ada papan nama red doorz didepan hotelnya,usut punya usut telpon ke call center r...Ulasan LengkapJangan booking online via transfer hati hati pengalaman saya sudah transfer dan konfirmasi kode booking tapi pada waktunya chekin ditolak pihak hotel alasanya tidak ada kerjasama dgn pihak red doorz padahal jelas jelas ada papan nama red doorz didepan hotelnya,usut punya usut telpon ke call center red doorz jawabanya tidak jelas suruh menunggu dan menunggu hingga tiga kali tlpon dan pada ahirnya kita kecapekan habis waktu mata ngantuk terpaksa booking pop hotel buat tidur mlm itu. Duit yg SDH di"
"2840","Murah mudah"
"2841","Harga berubah ubah dan kamar tidak sesuai gambar... Gambar kamar,bed besar 1 sama kecil 1 tapi yang ada cuma bed 2... Padahal jelas tertulis 2 dewasa 1 anak,tapi yang ada hanya 2 bed... Tolong dong diperbaiki..."
"2842","Mantap"
"2843","Muraaaahhhhhh"
"2844","Tolong perbaiki souwernya"
"2845","Mantap..membantu sekali"
"2846","Mantap"
"2847","SANGAT PUAS"
"2848","JANGAN PAKAI REDDOROZ. SAYA CANCEL KARENA TEMPATNYA SATU UNIT DIPAKAI BEBERAPA ORANG, DAN SAYA PINDAH KE HOTEL LAINNYA, MASALAH PERTAMA REFUND TIDAK DIKEMBALIKAN SESUA DENGAN PERJANJIAN HARUSNYA 14 HARI KERJA TETAPI DARI TANGGAL 27 OKTOBER SAMPAI SEKARANG 19 NOVEMBER 2019 DANA REFUND BELUM DIKEMBALI...Ulasan LengkapJANGAN PAKAI REDDOROZ. SAYA CANCEL KARENA TEMPATNYA SATU UNIT DIPAKAI BEBERAPA ORANG, DAN SAYA PINDAH KE HOTEL LAINNYA, MASALAH PERTAMA REFUND TIDAK DIKEMBALIKAN SESUA DENGAN PERJANJIAN HARUSNYA 14 HARI KERJA TETAPI DARI TANGGAL 27 OKTOBER SAMPAI SEKARANG 19 NOVEMBER 2019 DANA REFUND BELUM DIKEMBALIKAN, MASALAH KEDUA SAYA BARU NEMPATIN HOTEL KEDUA YG SAYA BOOKING TERNYATA BARU SATU MALAM HOTEL DITUTUP. SANGAT TIDAK RECOMENDED. EMAIL YANG SAYA KIRIM TIDAK ADA TANGGAPAN DARI PIHAK REDDOORZ."
"2849","Kurang luas di kota Blitar ga ada di mojokerto kota ga ada pliz jangan kalah sama oyo oyo udah dimna"" Kota kecil pun masuk"
"2850","Sangat membantu....banyak diskon....thx u"
"2851","Bagus,,,aman,,,,nyaman,,,,,,seleseh,,,,,,,harga terjangkau"
"2852","Mantap"
"2853","Bisa bayar di tempat ga ya??"
"2854","BAGUS"
"2855","Jos"
"2856","Puas"
"2857","Ok.murah"
"2858","Mantap"
"2859","Sangat mudah utk memesan kamarnya dan bisa bayar di hotel"
"2860","Pelayanan belum pernah mengeewakan."
"2861","Tempat paling bersih N Banyak promo'a"
"2862","Kerem"
"2863","cukup bagus tempatnya untuk beristirahat"
"2864","Klo ok tambahin 1 lagi Ben jangkep"
"2865","Harga hotel yg bersahabat"
"2866","Mantab.. Banyak diskon"
"2867","Proses booking sangat mudah"
"2868","Good"
"2869","mantap"
"2870","Selalu terbaik pujiaan khusus dari Aku, tp pembuktiaan tidak ada yg tepat karena buktinya sampai saat ini belum ada,,,, andai ada akan jadi"
"2871","Puas"
"2872","Okeeeerr"
"2873","Respon cepat sangat bagus"
"2874","Hotel macam TAIK! Wanita hamil besar tidak di prioritaskan masuk kamar. Padahal kamar sedang kosong. Staf bilang harus nunggu jam 2. Makan itu SOP jancok! Saya doakan kualat anda semua."
"2875","Jempol"
"2876","Great....superb....awesome...."
"2877","Aplikasi yg mudah dan tidak berbelit. Tidak diperlukan kartu kredit"
"2878","Booking mudah. Tapi terkadang layanan kamar tidak sepenuhnya sesuai expectasi. Harus diperbaiki lagi, mana yang layak di manage oleh redDoorz"
"2879","Nyaman"
"2880","Mantap"
"2881","Semoga ok dan ada diskon nya"
"2882","Booking hotel disini banyak promo, harganya murah murah. Asli bro..."
"2883","Mudah dan sangat membantu"
"2884","Bagus"
"2885","Yg penting boking ga ribet,. Harus log in segala macem"
"2886","Jos"
"2887","Mantab"
"2888","Cepat mudah gampang murah meriah berkualitas!!!!"
"2889","Keren"
"2890","Mantap"
"2891","Kecewa, penginputan antara aplikasi dan pihak pusat tidak sinkron, sehingga kami harus boking 1 malam lg, padahal kami sudah boking dan bayar sesuai dng jadwal pembokingan."
"2892","Mantap.. mempermudah pemesanan dan booking hotel.. Recommended"
"2893","Nice apps"
"2894","Mudah di akses"
"2895","Baik"
"2896","Bagus"
"2897","Best"
"2898","Sangat mudah untuk pemesanan kamar nya"
"2899","Good"
"2900","Tidak rumit, aplikasi sangat mudah, terimakasih RedDoorz"
"2901","Good"
"2902","Tempat nyaman bersih fasilitas top banget"
"2903","Good"
"2904","Sangat nyaman"
"2905","Mantap"
"2906","Mantap"
"2907","Sangat sangat memuaskan pelayanan pembayaran simple makasih reddoorz"
"2908","Sangat puas, bersih"
"2909","Puas banget pertama menggunakan reddoorz yg paling penting tidak ribet orangnya ramah dijamin gak nyesel.. semakin maju reddoorz"
"2910","Aplikasi ini sgt memudahkan"
"2911","Penginapan yang nyaman dan fasilitas sangat baik. Rekomendasi"
"2912","gi"
"2913","Good"
"2914","Booking cepat dan harga murah meriah."
"2915","Aplikasi mudah dioperasikan"
"2916","So far so good .keep it on the level👍"
"2917","Pengalaman saya menginap melalui aplikasi Reddoorz sangat puas , memudahkan bagi saya yg hobi bepergian/traveller untuk mencari penginapan yg aman & nyaman"
"2918","Oke banget 👍👍👍"
"2919","Aplikasi keren banget, lancar dan bagus 👍👍👍"
"2920","Mudah, Murah dan bersih.."
"2921","ok"
"2922","Good"
"2923","Good"
"2924","Sangat bagus"
"2925","Terima kasih Red Doorz"
"2926","Sangat mudah"
"2927","bagus"
"2928","Good"
"2929","Simple dan terpercaya"
"2930","Okey"
"2931","Good"
"2932","pelayan cepat murah serta dengan hotel yang nyaman"
"2933","Mantap"
"2934","Jgn pernah pakai reddorz, uang refund tidak di kembalikan, kapok pesan di sini, 200rb saya dah 16 hari lebih gak di refund, kecil sih cuman itu hak dan uang saya!!!!!!"
"2935","Mantap kali aplikasi ini sangat membantu bagi saya"
"2936","Ok"
"2937","Good"
"2938","3 dulu aja baru soal nya"
"2939","Mantap"
"2940","Pelayanan ramah... Tempat bersih nyaman..."
"2941","Oke"
"2942","Oke banget"
"2943","3 dulu bru nyoba"
"2944","Puas bngt"
"2945","Sangat terjangkau"
"2946","Sangat baik"
"2947","Bagus"
"2948","Bagusss"
"2949","Pelayanan sangat memuaskan"
"2950","Representatif"
"2951","Gampang"
"2952","Kunjungan kedua ini mengecewakan..sprei kotor masih ada bercak bercak bekas minyak di dua kasur twin..handuk warna kusam dan pinggirnya yang berserabut.."
"2953","Bagus"
"2954","Lumayan bagus"
"2955","Lunayan cepat"
"2956","Seharus nya peraturan syariah lebih di detail kan lagi dan di cantumkan nya tidak menyembunyi , saya rugi karena sudah bayar duit tidak kembali untuk membatalkan nya"
