"","x"
"2188","Insyaallah kalau kalian instal apl ini kalian bakalan nyesel rugi pesen hotel mahal tp tidak terdaftar jangan sampe kalian jd korban lg sdh banyak saya liat temen2 yg kasusnya sama kayak saya kelicika mereka sudah booking bayar tp tdk terdaftar mau komentar semua hanya bot system semua bayar di indo...Ulasan LengkapInsyaallah kalau kalian instal apl ini kalian bakalan nyesel rugi pesen hotel mahal tp tidak terdaftar jangan sampe kalian jd korban lg sdh banyak saya liat temen2 yg kasusnya sama kayak saya kelicika mereka sudah booking bayar tp tdk terdaftar mau komentar semua hanya bot system semua bayar di indomaret sama saja mending jangan agoda males takut kena kasus lg SAYA JAMIN INSYAALLLAH KENA KASUS LG GAK SESUAI DI HOTEL GAK BISA KOMENTAR UDH IKLASIN GW JD GAK NGINEP DI HOTEL"
"2189","Dear Agoda, saya memesan hotel dan sudah melakukan pembayaran lewat Alfamart, dan ketika sudah melakukan konfirmasi pembayaran, tiba-tiba pihak agoda cancel hotel yg saya pesan. Dan sampai skrg belum ada konfirmasi untuk pengembalian terkait hotel yg telah di cancel. Mohon bantuannya"
"2190","Good"
"2191","praktis"
"2192","Kecewa banget ma aplikasi ne... Kmren pesen hotel d batalin ma pihak hotel, akhirnya uang yg udah d tr d kembalikan d agoda cash tp g bsa d cairkan. Akhirnya ne td pesen hotel lg, byrnya pakai agoda cash nya trus ada kekurangan.. Giliran kita mau byar kurangnya kok malah refund, otomatis g bsa d bya...Ulasan LengkapKecewa banget ma aplikasi ne... Kmren pesen hotel d batalin ma pihak hotel, akhirnya uang yg udah d tr d kembalikan d agoda cash tp g bsa d cairkan. Akhirnya ne td pesen hotel lg, byrnya pakai agoda cash nya trus ada kekurangan.. Giliran kita mau byar kurangnya kok malah refund, otomatis g bsa d byar n uang yg d agoda cash pun ilang sia2... Pdhal nilanya 500rb lebih lho"
"2193","Good app, really easy and convenient to use. Help me a lot to get best price for accommodation"
"2194","First Time pengalaman berharga yang saya alami. Pola komunikasi yang sangat buruk dari pihak penyedia jasa sangat membuat saya kecewa. Saat saya memesana salah satu hotel X untuk 3 hari bermalam, saya sudah melakukan pembayaran dengan metode mengunakan salah satu minimarket. Saat saya sudah melakuka...Ulasan LengkapFirst Time pengalaman berharga yang saya alami. Pola komunikasi yang sangat buruk dari pihak penyedia jasa sangat membuat saya kecewa. Saat saya memesana salah satu hotel X untuk 3 hari bermalam, saya sudah melakukan pembayaran dengan metode mengunakan salah satu minimarket. Saat saya sudah melakukan pembayaran , beberapa waktu kemudian ada notifikasi pembatalan dari sistem di karenakan alasan teknis. Setelah itu saya mengirimkan e-mail untuk konfrimasi & solusi pembatalan dan dapat jawaban pasti"
"2195","Bagus banget n murah"
"2196","mantap"
"2197","Dibatalkan oleh Agoda tapi uang tidak dikembalikan, buruk sekali, kalo bisa dikasih bintang 0"
"2198","Simple dan terpercaya"
"2199","Baik"
"2200","Pelayanan yang sangat mengecewakan sudah booking dan sudah bayar tagihan waktu checkin malah tidak bisa ... nol pelayanan cukup ini uang terakhir kali pakek agoda"
"2201","Bagus"
"2202","Great App"
"2203","WOYYYYY BALIKIN UANG GUA BANGSAT !!. GUA PESAN HOTEL. MEREKA YG BATALIN ALASAN SERVER DOWN. TAPI UANG SUDAH SAYA TRF. UANG SAYA MINTA BALIK TP DI PERSULIT PADAHAL UANG SAYA LOH YG SAYA MINTA ITU BUKAN UANG ""ANDA"" TAPI BERAT AMAT NGASIH SAMPE HARUS 30-90 HARI KERJA. SANGAT KECEWA BUAT SAYA YG BARU PE...Ulasan LengkapWOYYYYY BALIKIN UANG GUA BANGSAT !!. GUA PESAN HOTEL. MEREKA YG BATALIN ALASAN SERVER DOWN. TAPI UANG SUDAH SAYA TRF. UANG SAYA MINTA BALIK TP DI PERSULIT PADAHAL UANG SAYA LOH YG SAYA MINTA ITU BUKAN UANG ""ANDA"" TAPI BERAT AMAT NGASIH SAMPE HARUS 30-90 HARI KERJA. SANGAT KECEWA BUAT SAYA YG BARU PERTAMA KALI PAKAI. BAGI YG MAU DOWNLOAD GAUSAH DEH. RUGI KALIAN NANTI, SAYA BUKTINYA. AGODA PENIPU!!"
"2204","sangat membantu"
"2205","Top"
"2206","So nice"
"2207","Murah dan cepat"
"2208","Mudah dan murah tapi tetap berkualitas"
"2209","Niat buat langganan,ternyata bnyak rating buruk jadinya di uninstall aja."
"2210","Lumayan lengkap"
"2211","Senang"
"2212","👍"
"2213","Banyak promo nya"
"2214","Memuaskan"
"2215","Bagus"
"2216","Sehr gut"
"2217","Paling murah..."
"2218","Mantap aplikasi yang sangat membantu dan banyak promo juga lebih cepat anti error kayak tetangga sebelah.. traveloka menyebalkan.. agoda yes"
"2219","Boking hotel dg agoda lbh mudah dan cepat"
"2220","Good"
"2221","Ok"
"2222","Pelayanan memuaskan"
"2223","Mudah prosedurnya"
"2224","Tidak recommended, pesanan dibatalkan sepihak padahal sudah dibayar dengan alasan kesalahan teknis, proses pencairan dana ribet."
"2225","Aplikasi dan layanan bgs."
"2226","Harga paling murah dibanding App lain, booking cepat dan mudah"
"2227","Mantaaapppp"
"2228","Ok"
"2229","Mantaaaaaaaabz"
"2230","Promonya keren .."
"2231","Good"
"2232","Ok"
"2233","Selalu pesan lewat aplikasi ini, dan ga pernah kecewa. Tingkat kan lagi peforma nya ya🤗"
"2234","Nice app"
"2235","Gagal di menu pembayaran langsung, padahal pilihannya kredit/debit. Saya pakai debit tapi tidak bisa diproses. Overall good."
"2236","Mudah & murah"
"2237","Nice to pay"
"2238","Aplikasi mudah dan harga ok"
"2239","Bagus"
"2240","Mudah dapatkan harga promo hotel pake app ini"
"2241","Mantap.. cuma msh ada kekurangan di masalah pembayaran nya hanya menyediakan 2 opsi pembayaran yaitu via Kartu Kredit/debit dan via Indomaret dan alfamart., Harusnya ditambah untuk opsi pembayaran lain seperti m-banking dan e-banking"
"2242","Bagus mantap"
"2243","Ok"
"2244","Keren dan luar biasa"
"2245","Promosi good banget 👍👍🙏🙏"
"2246","Pemesanan lebih mudah lewat aplikasi Agoda"
"2247","Bagus"
"2248","Masih beradaptasi dengan aplikasinya, kalo udah nyaman nanti bakal di tambah bintangnya"
"2249","Pesan hotel, udah bayar, malah gagal. Nice"
"2250","Mudah di mengerti"
"2251","Good"
"2252","OT terbaikkk"
"2253","Kokgak bisa dg PC menggunakan deposit di agoda"
"2254","Hebat"
"2255","Bisa pesen hotelx klo lewat trivago,,,klo masuk diaplikasi x langsung selalu kembali ke menu semula"
"2256","Keren"
"2257","Harga sangat bersaing"
"2258","Cepat"
"2259","Coba tolang ya min kalo kasih referensi kamar yg benar memang murah tidak sesuai dengan foto?! Pengalaman saya udah bayar dan ternyata tempat kamar tidak layak pakai saya butuh waktu berjam jem menunggu kamar operan! Emng aplikasi ngk jelas"
"2260","Tolong kembalikan uang saya, sudah bayar kok malah gagal dan uang tidak kembali? Mau tunggu sampai berapa lama?"
"2261","Mantap"
"2262","Pembayaran di properti adalah nilai plus agoda"
"2263","Best price"
"2264","Bagus sangat membantu"
"2265","masih perdana pakai apl.ini kutunggu keajaibanmu"
"2266","oke"
"2267","Aplikasi anjing pembatalan pemesanan sepihak. Uang saya gak bisa di refund. Bangsat"
"2268","ok"
"2269","Excellent"
"2270","Bgus"
"2271","Bagus"
"2272","Mantap"
"2273","Harga bagus aplikasi mudah"
"2274","TOP"
"2275","baik"
"2276","Mantep sangat membantu dan banyak discount nya"
"2277","Good"
"2278","Dari ulasan yg sy baca rata2 kecewa dgn agoda, namun tdk dgn saya, booking hotel lewat agoda kebetulan pakai CCard lancar2 saja, dpt disc 5% jg dpt agoda tunai pula, sy bandingkan dgn App lain Agoda paling murah waktu itu."
"2279","Akhirnya saya tercerahkan melalui keluhan komentar di aplikasi ini.. sebelumnya saya berniat ingin memesan hotel lewat apk ini.. Dan saya memutuskan untuk mendownload apk ini supaya bisa memberikan penilaian bintang 1, setelah itu langsung saya uninstall.. 🤣🤣🤣🤣🤣 Aplikasi Sampah yg merusak ekono...Ulasan LengkapAkhirnya saya tercerahkan melalui keluhan komentar di aplikasi ini.. sebelumnya saya berniat ingin memesan hotel lewat apk ini.. Dan saya memutuskan untuk mendownload apk ini supaya bisa memberikan penilaian bintang 1, setelah itu langsung saya uninstall.. 🤣🤣🤣🤣🤣 Aplikasi Sampah yg merusak ekonomi orang"
"2280","Tolong app nya di perjelas, saya sudah beli voucher hotel, terus buat input kode vouchernya tidak jelas."
"2281","Mudah dalam pemesanan hotelnya"
"2282","Banyak pilihan dengan harga yg beragam....terus tingkatkan pelayanan agoda...promo nya diperbanyak yaa..."
"2283","good app"
"2284","Syukaaa dgn agoda yg diskon nya sellu owoow"
"2285","lbh mudah memilih hotek"
"2286","Inii pegimanaaa mau ngerubah tanggal checkin!!! Call center lu yang mana sih!! Kenapa kagak bisa di telpon???"
"2287","Sangat membantu"
"2288","Oke"
"2289","Perbanyak promo 👍"
"2290","Sippp"
"2291","MANTAP HOTELNYA PALING MURAH DAN CUSTUMER SERVICENYA RESPONNYA CRPAT KETIKA ADA MASALAH"
"2292","Terbantu sekali saat cari hotel, villa atau penginapan lainnya. Fiturnya komplit & user friendly. Wokeeeeeehhhh banget pokoe."
"2293","Mantaab sekaliii"
"2294","Bagus"
"2295","Tidak membantu"
"2296","Muraaaaahh"
"2297","Harga nya Bagus"
"2298","Sangat membantu dan banyak promo"
"2299","Suka bgt agoda ini. Banyakin gift nya ya..."
"2300","Bnyk kemudahan dan pemesanan cepat"
"2301","Nice"
"2302","Bagus ....hanya ada sedikit kendala pemotretan kartu saja yg sewaktu pemesanan ...butuh fokus agak lama"
"2303","Mantap"
"2304","Recommended"
"2305","Keren"
"2306","aplikasi paling mantap"
"2307","Bisa tanpa kartu kredit"
"2308","gx ribet... cucho"
"2309","Kecewa dengan aplikasi ini."
"2310","Aplikasi memudahkan pesan kamar.okelah"
"2311","Semoga sukses"
"2312","👍👍"
"2313","Bagus... cepat...."
"2314","Mudah, tidak bertele2"
"2315","Mantap"
"2316","ok"
"2317","Sudah bayar di indomaret tapi ternyata tidak bisa di gunakan akhirnya saya harus bayar cash lebih mahal ke hotel.No maupun email ke agoda juga tidak bisa di hubungi & no respon. Ternyata yang mengalami hal serupa bukan cuma saya, pihak hotel pun bilang sudah banyak yg jadi korban. Sayang aja nama su...Ulasan LengkapSudah bayar di indomaret tapi ternyata tidak bisa di gunakan akhirnya saya harus bayar cash lebih mahal ke hotel.No maupun email ke agoda juga tidak bisa di hubungi & no respon. Ternyata yang mengalami hal serupa bukan cuma saya, pihak hotel pun bilang sudah banyak yg jadi korban. Sayang aja nama sudah besar tapi ternyata nipu."
"2318","ok"
"2319","Ok"
"2320","1st time with this"
"2321","Excelent"
"2322","Untuk pemesanan yg di refund sebelum tanggal menginap itu apa bisa di uangkan kembali atau bagaimana? Soalnya saya pesen pakai akun teman saya dan ketika di refund tidak jelas bagaimana kebijakan setelah refund itu, karna memang kita fasih dalam bahasa inggris. Mohon untuk pemberitahuan refund di pe...Ulasan LengkapUntuk pemesanan yg di refund sebelum tanggal menginap itu apa bisa di uangkan kembali atau bagaimana? Soalnya saya pesen pakai akun teman saya dan ketika di refund tidak jelas bagaimana kebijakan setelah refund itu, karna memang kita fasih dalam bahasa inggris. Mohon untuk pemberitahuan refund di perjelas bagaimana2nya dan seperti apanya. Terimakasih"
"2323","Okeee"
"2324","Jangan pesan di Agoda, 2x bookingan saya di Cancel Agoda, dan tidak ada itikat baik refund padahal semua syarat sudah saya kirimkan. Buruk, diputar-putar sistem refund nya, Agoda tidak bisa menunjukkan bukti sudah ditransfer, katanya sudah di transfer padahal tidak ada satu pun refund yang masuk."
"2325","Kecewa banget telah lama pakai aplikasi ini tapi waktu di install di hp mi 8 lite saya tidak bisa login. Sudah pakai fasilitas lupa password kemudian di ganti tapi tetap tidak dapat login. Kemarin saya pakai jadi tidak dapat menggunakan reward saya"
"2326","Mantul harganya"
"2327","Selalu pesan lewat agoda.. harga dan hotel recomended"
"2328","Harga yg sangat murah. Great"
"2329","Saya ditipu!!!!! Saya pesan hotel dengan pembayaran indomaret tapi dibatalkan sepihak! Uang blm dikembalikan! Email tidak di respon! Saya butuh uang saya kembali! Saya tidak butuh agoda tunai! Mohon penjelasanny!!!!"
"2330","Good"
"2331","Paling murah"
"2332","Gud"
"2333","SANGAT MENGECEWAKAN. Kemarin saya booking hotel via apk ini TIDAK JELAS. Transaksi berhasil, tapi konfirmasi dari apk ini malah GAGAL. Saya batal ke hotel dan duit pun Gajelas jadi nya. Nomor pengaduan sulit. Respon lambat. Sangat tidak direkomendasikan untuk boking aplikasi ini."
"2334","ok"
"2335","Sangat membantu saat bepergian dan berlibur untuk mencari hotel dengan harga terbaik"
"2336","Agoda sangat bagus kalau bisa agak di murahin lagi"
"2337","Ok cepat,"
"2338","Still need to walk to Alfamart. It is helpfull if payment through mobile banking."
"2339","Harga lebih murah dan aplikasi mudah. Semoga harganya update realtime"
"2340","Parah ini agoda, sy pesan hotel tanggal 18/9 jam 1 malam sudh bayar d indomaret Giliran tiba di hotel yg dtuju sy harusnya chekin tanggal 18/9 jam 14.00 Hadeuh sdngkan d pemesanan tdk trsedia tanggal 17/9 Parah"
"2341","Disajikan banyak hotel yg murah dan penggunaannya praktis"
"2342","Simple."
"2343","tak kasih 4 * semoga sukses selalu"
"2344",":: harga kompetitif, pilihan hotel banyak, pembayaran biasanya pakai kartu kredit, dapat cashback. Hanya satu kurangnya, pemesanan sampai ke manajemen hotel lama. Jadi kalau reservation di hari yang sama, butuh beberapa jam konfirmasi ke hotel untuk pengecekan."
"2345","Ok"
"2346","tanggal 17-09-19 saya pesan hotel di jambuluwuk jogja dan bayar melalui indomaret, setelah saya tunggu belum juga dapat E- tiket setelah 2 jam dapat info pesanan dibatalkan oleh agoda, coba komplin lewat telpon dan email tidak ada tanggapan. saya merasa ditipu karena sudah bayar tetapi tidak ada kej...Ulasan Lengkaptanggal 17-09-19 saya pesan hotel di jambuluwuk jogja dan bayar melalui indomaret, setelah saya tunggu belum juga dapat E- tiket setelah 2 jam dapat info pesanan dibatalkan oleh agoda, coba komplin lewat telpon dan email tidak ada tanggapan. saya merasa ditipu karena sudah bayar tetapi tidak ada kejelasan dan saya masi menyimpan bukti pembayarannya mohon pihak agoda bisa menyelesaikan masalah ini."
"2347","Aplikasi bangsat gw udah bayar di indomart, sebelum 2jam batas pemesanan ga ada notif apapun kok tau2 bookingan gw di cancel, kenapa sat bangsat? duit ga di balikin pula, balikin dong njing !!! aplikasi haram kalo ga niat bikin aplikasi (perusahaan) tutup aja deh"
"2348","Untuk pesen hotel melalui Agoda harus pakai kartu kredit. Saya tidak punya kartu kredit"
"2349","Kurang memuaskan"
"2350","Lebih aman di Traveloka"
"2351","Good ,,mantull,harga best"
"2352","tolong konfirmasi nya dong pada tanggal 17-09-19 saya pesan kamar dan sudah bayar via indomaret tapi kenapa di batalkan secara pihak ? ini aplikasi penipu apa gimana ?"
"2353","Sukses terus utk Agoda dlm melayani."
"2354","Mantap"
"2355","Parah bgt agoda! 3x pemesanan selalu batal by sistem. Padahal pembayaran sudah di lakukan tp tidak mendapatkan kode booking!!!! Jujur, kurang puas. Sekalinya refund uang tdk bisa kmbali lgsg! Harus menunggu 2bulan. Apa bgtttt! Gak bisa nih d pake buat urgent. Mending hapus aja deh. Kecewa sekali!"
"2356","Ok"
"2357","Bagus"
"2358","Mantap...."
"2359","Mantaplah aplikasix pling murah sjgat raya...😍😍"
"2360","👍"
"2361","saya pesan kamar melalui pembayaran Indomart. ketika perjalanan menuju hotel,, pesanan saya dibatalkan oleh sistem.. dikarenakan sedang ada gangguan teknis. alhasil uang saya berada di agoda tunai. tapi susah untuk digunakan kembali. tolong minta bantuannya. terimakasih"
"2362","Nice"
"2363","Cukup baik"
"2364","Uhhh"
"2365","Jangan pake agoda, serius."
"2366","Mamtap"
"2367","Kasi diskon lagi dong"
"2368","Udah di bayar pas sampai di hotel ternyata belum terkonfirmasi dan jadi uang hangus"
"2369","Verry good"
"2370","setelah pemesanan dan pembayaran via trfr bookingan saya di batalkan sepihak oleh agoda ,dan uang saya sdh terkirim ke rek pemesanan agoda mohonn penjelasannya dari pihak agoda mengenai pengembalian uang yg sdh saya transfer. tolong di kasih tau hotel mana yg bisa memgggunakan bayar dengan agoda tun...Ulasan Lengkapsetelah pemesanan dan pembayaran via trfr bookingan saya di batalkan sepihak oleh agoda ,dan uang saya sdh terkirim ke rek pemesanan agoda mohonn penjelasannya dari pihak agoda mengenai pengembalian uang yg sdh saya transfer. tolong di kasih tau hotel mana yg bisa memgggunakan bayar dengan agoda tunai. krn sdh beberapa hotel selalu harus melampirkan kartu kredit tlg respon dari pihak agoda jgn ada yg pakai agoda lagi aplikasi ngk beres ini Mana agoda ngk jelas.. Ngk ada jawabannya"
"2371","Gampang cari hotel sesuai budget"
"2372","Sangat baik"
"2373","ko gitu si aplikasinya,, sdah pesan hotel, sdah d bayar indomaret malah d cansel sepihak, in g mana sih,, uangnya juga tdk ad kembali,, kecewa sekali"
"2374","Ini aplikasi menjebak, saya pesan hotel eclipse di jogjakarta utk tgl 21 Sep 2019, tertera harga kamar 298 ribu, kemudian setelah saya klik pesan 2kamar disuruh memasukkan pembayaran, setelah itu tanpa pemberitahuan sebelumnya langsung transaksi sukses dan saya mendapat rincian yg jauh dari harga 29...Ulasan LengkapIni aplikasi menjebak, saya pesan hotel eclipse di jogjakarta utk tgl 21 Sep 2019, tertera harga kamar 298 ribu, kemudian setelah saya klik pesan 2kamar disuruh memasukkan pembayaran, setelah itu tanpa pemberitahuan sebelumnya langsung transaksi sukses dan saya mendapat rincian yg jauh dari harga 298 ribu x 2kamar yaitu perinciannya jumlah pembayarannya adalah 970 ribu,di aplikasi lainnya selalu diberi perincian totalnya sebelum konfirmasi pembayaran 😠😠 saya sangat kecewaaaa dgn aplikasi ini!!!"
"2375","Aplikasi yg tidak di rekomendasikan. Jika ada rating 0, saya kasi rating 0. Email booking bisa langsung terbit & tdk bisa di refund, tanpa konfirmasi pembayaran sebelumnya kpd customer. Fasilitas hotel yg tertera di aplikasi tidak sesuai dgn kenyataan. Customer service ramah, tapi pelayanan nol, tdk...Ulasan LengkapAplikasi yg tidak di rekomendasikan. Jika ada rating 0, saya kasi rating 0. Email booking bisa langsung terbit & tdk bisa di refund, tanpa konfirmasi pembayaran sebelumnya kpd customer. Fasilitas hotel yg tertera di aplikasi tidak sesuai dgn kenyataan. Customer service ramah, tapi pelayanan nol, tdk ada hasil, complain tdk ada jln keluar, hny menunda2 wkt. Lbh baik pakai aplikasi lain yg jelas, fasilitas sesuai dgn yg tertera di aplikasi. Jgn ada kebohongan publik lagi."
"2376","🙏"
"2377","Memuaskan"
"2378","Siip"
"2379","Mudah dan puas"
"2380","Sip"
"2381","Sangat burukk.. Pelayanan buruk... Mesan bayar d alfaa pafahal chek in sesuai aplikasi..tp gak bsa harus jam 2 siang.. Padahal d agodnya bsa milih jam di lokasi hotel beda... Uang ilang.. Gak bsa d batalkan pesanan..seenaknya..."
